,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0746341857498176,0.0237699883103682,0.0142726284472685,0.00860097249424822,0.0657483487237987,0.0291668973721409
2,0.1,0.0772987458521986,0.0277645580634074,0.0140679119351017,0.00850584075942675,0.0663154774113365,0.0315702476812613
3,0.2,0.0739788337496782,0.0251969169507093,0.0149868723540396,0.00804675437143922,0.0653538950374134,0.0320742493369131
4,0.3,0.0743613064270851,0.0271280589276354,0.0136674219322952,0.00842953789004045,0.065736547866177,0.0338121622095451
5,0.4,0.0745579930577236,0.0251043333491713,0.0120404252321115,0.00726899720430412,0.065079033694814,0.0389034263292003
6,0.5,0.0710004330842912,0.0255579970625613,0.0101178030823691,0.00552692610634785,0.0639576194645467,0.0343274128362497
7,0.6,0.0658450982166055,0.0230373916494421,0.00875495475662559,0.00515221257454571,0.0630341613051674,0.0354601424768917
8,0.7,0.0649689091912922,0.0223054392705831,0.00736015623856562,0.00501473760472597,0.0611988634045757,0.0442533842332537
9,0.8,0.0620814514258821,0.0213048159499862,0.00527589388155534,0.00294483774473344,0.0596707252150356,0.0509763342532756
10,0.9,0.054870720583778,0.020546908685575,0.00323588024662632,0.0022495063125721,0.0544895390823537,0.0587865708222871
