,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0745963961814762,0.0237547455619031,0.0142532284393975,0.0086107673798617,0.0657349624919746,0.0291616382355025
2,0.1,0.0775334715397557,0.0278904773902549,0.0142884285003678,0.00857984351437613,0.0664368058857184,0.0316081511715149
3,0.2,0.0751493503506772,0.0253360013069357,0.0159437082158847,0.00846834156940457,0.0658427037992681,0.0319897662141968
4,0.3,0.076367191262295,0.0279385869355664,0.0152570554055482,0.00936360328758142,0.0666729918660614,0.0335795099448355
5,0.4,0.0781415451179541,0.0267953579739799,0.0145454262868375,0.00838216801791173,0.0668525088471582,0.0391685698344339
6,0.5,0.0775875294504143,0.0297768780622609,0.014693525514569,0.00878445949319753,0.0665858575307206,0.0346623152173901
7,0.6,0.0741255105652519,0.0261982738058165,0.0142621641249897,0.00889843406693979,0.0661667953842821,0.0365556707849806
8,0.7,0.0751706291522668,0.0279775037697266,0.0147132719076432,0.00998198191878774,0.065474220604753,0.0453380412708065
9,0.8,0.0736763981311903,0.0307545014029812,0.0159514946614212,0.00963497198529347,0.0642728324333279,0.0519418035524241
10,0.9,0.0714330269125472,0.0316497603760698,0.0159655870336466,0.0107896370837618,0.0606467910544732,0.0601694433201074
