,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.966395348837209,0.0749172591481239,0.0208462519254834,0.0167867583188356,0.00943164335925534,0.0661409608051391,0.0318559051097832
2,0.1,1,1,1,0.961976744186047,0.0779817007428581,0.0270686484512438,0.0169526982939146,0.00882509849402091,0.0673306934037577,0.0292537905537292
3,0.2,1,1,1,0.966046511627907,0.0769790813157419,0.027013186046671,0.0176554771277371,0.0104705677730289,0.065999487250156,0.031667284825088
4,0.3,1,1,1,0.966046511627907,0.0791513010513903,0.023888539249475,0.0170094115831571,0.00950665967257088,0.0635634773058176,0.0359663060726255
5,0.4,1,1,1,0.965581395348837,0.0728911850570982,0.0234060467189469,0.0173692889015957,0.0095613652822471,0.0678707586782338,0.0401173993116442
6,0.5,1,0.9996875,1,0.967558139534884,0.073958476007741,0.0260494568298117,0.0165590535782826,0.00963312016985522,0.0570535346575552,0.044547103751285
7,0.6,1,1,1,0.964418604651163,0.0790884390864821,0.035689752094894,0.017382107878707,0.0105989742154221,0.0689440651318783,0.0458664722200951
8,0.7,1,1,1,0.969767441860465,0.0758576441182808,0.0310395433520774,0.0164845678555856,0.00958283781817536,0.0630410365931619,0.0506506517703799
9,0.8,1,1,1,0.967906976744186,0.0727064346079012,0.0281832755656981,0.0168846428456671,0.014555792813876,0.0665972487840305,0.0578077157429599
10,0.9,1,1,1,0.966279069767442,0.0765361806076707,0.0290519785049843,0.0166231336010662,0.0135806964853182,0.0687448283479821,0.0654394720352061
