,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.966976744186047,0.0749615904341806,0.0208750994662736,0.0167484273980275,0.00944968950569152,0.0661312548838434,0.03184680820755
2,0.1,1,1,1,0.960116279069767,0.0769241153108552,0.0264448253495366,0.0166813372593704,0.00909348158548361,0.0669386921658641,0.0293379031811635
3,0.2,1,1,1,0.967790697674419,0.0740986513529379,0.0249912071841677,0.0160351173992282,0.00937638291424853,0.0651238398582594,0.0313880520442329
4,0.3,1,1,1,0.962790697674419,0.0747545249133434,0.0218186671406188,0.0141888796418717,0.00809795948111439,0.0614929827831315,0.0358007379042221
5,0.4,1,1,1,0.96406976744186,0.0663503911065761,0.0221901683824651,0.0132181894259843,0.00698043938393107,0.0652965383159145,0.0395611405348276
6,0.5,1,1,1,0.968837209302326,0.0628312133282811,0.0193593703184357,0.0106613990571889,0.00605298831920792,0.0535584085148664,0.0436435721413519
7,0.6,1,1,1,0.973837209302326,0.0641716425515657,0.0231019571980485,0.00913596430208975,0.00550993630334933,0.0642020111853838,0.0449771614831714
8,0.7,1,1,1,0.969418604651163,0.0613217565347783,0.0216288300041448,0.00650049613591844,0.00384815776132487,0.0578065903098604,0.050216867150455
9,0.8,1,1,1,0.966511627906977,0.0548760844758231,0.0180650175777531,0.0050146278763043,0.00292451460936672,0.0606778674282192,0.0562432870080011
10,0.9,1,1,1,0.970930232558139,0.0546273798190537,0.0214822490440912,0.00279316388063192,0.00161945919536605,0.0626466684521319,0.0637938407336772
