,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.965581395348837,0.0746266362339523,0.023721149806027,0.015742392637976,0.00902890337361129,0.0660928264907152,0.0292280827742694
2,0.1,1,1,1,0.967325581395349,0.0775856889753237,0.0279450957358629,0.0155878483102285,0.00898340692967401,0.0666614808314115,0.0315911120878871
3,0.2,1,1,1,0.964767441860465,0.075197902301062,0.0253446123762758,0.017610616109433,0.0084468803067687,0.0662088187656305,0.0321099665609394
4,0.3,1,1,1,0.966395348837209,0.0763356960123459,0.0279549719791552,0.0165711592232272,0.01005099707279,0.0668856789000736,0.0335328371416926
5,0.4,1,1,1,0.97046511627907,0.0782334929873776,0.0268937234677126,0.0161521962120951,0.00901482138587335,0.0671874463989722,0.0392178840969644
6,0.5,1,1,1,0.96453488372093,0.0776324764753915,0.0298617247077213,0.0166524757280061,0.00952670833694652,0.0670757656774475,0.0346641832321418
7,0.6,1,1,1,0.970348837209302,0.0740927133314368,0.0261827042820043,0.0156006160515624,0.00957860136289294,0.0664122845367374,0.0365197947480397
8,0.7,1,1,1,0.97,0.0753233312605586,0.0282056385645349,0.0156669143446071,0.0102487641854288,0.0656447717152287,0.0453678046703518
9,0.8,1,1,1,0.96453488372093,0.0737082910830001,0.0307275735741353,0.0173036945960531,0.0108941261180095,0.0645356142135648,0.052001081084722
10,0.9,1,1,1,0.965232558139535,0.0720548723975473,0.0333409233778632,0.0175748444368106,0.012722625353186,0.06094137658043,0.0600962794820167
