,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0748794993993952,0.0208638073473649,0.0152383491693281,0.0089066059728626,0.0658863811197245,0.0318902720097944
2,0.1,0.0780409764534599,0.0270895932653892,0.015309266921392,0.00857014044858965,0.0670820229300211,0.0292875925410827
3,0.2,0.0770054826488253,0.027045431960602,0.0163902097179578,0.00992920538142919,0.0657426115630403,0.0314948128314774
4,0.3,0.0792490792249217,0.0238631561083003,0.0153276056355632,0.00916959151033573,0.0633937581927746,0.0360376176202864
5,0.4,0.0728179685555637,0.0232837928362398,0.0157973892057083,0.00901135465209861,0.067544210053681,0.0400897107983056
6,0.5,0.0739766494010104,0.0260071097525238,0.015294092918027,0.00876858354373658,0.056771649647965,0.0444926721043712
7,0.6,0.0790029082949694,0.0355712019966372,0.0160754768191535,0.0097606170293184,0.0687508381718434,0.0458450904991357
8,0.7,0.0757952287435149,0.0310827842145653,0.0152964536681089,0.0091641232141219,0.0628381056738285,0.0507409821140719
9,0.8,0.0726906293668707,0.0282948350801228,0.0153532974310209,0.0104397310460632,0.0662706146858813,0.0575205476322899
10,0.9,0.0765288186056237,0.0291334346707154,0.0148732388682582,0.0109523246726477,0.0684314800339127,0.0654712446472365
