rho,methods,PE_value
0,PLS,0.0621546433234632
0,PLS,0.0632424730542336
0,PLS,0.0503055260049823
0,PLS,0.0784468704468906
0,PLS,0.0767503928347257
0,PLS,0.0486441580836667
0,PLS,0.0740172554615885
0,PLS,0.0743902541809041
0,PLS,0.0561960083805064
0,PLS,0.0731370592693885
0,PLS,0.0702735618865968
0,PLS,0.0945498150289463
0,PLS,0.00783417412051746
0,PLS,0.0868223379683986
0,PLS,0.0801935864001879
0,PLS,0.081305285848343
0,PLS,0.016372973199243
0,PLS,0.0466617314696347
0,PLS,0.0187993332834964
0,PLS,0.03602916177853
0,PLS,0.00980861681321588
0,PLS,0.0141163067706283
0,PLS,0.0823548530995362
0,PLS,0.0717585900293727
0,PLS,0.0101299511676085
0,PLS,0.0463466956233198
0,PLS,0.1042269703939
0,PLS,0.10205237522163
0,PLS,0.0568577790283904
0,PLS,0.0250343280486496
0,PLS,0.0817810462101836
0,PLS,0.0614289889166184
0,PLS,0.0734596586043326
0,PLS,0.00974001757348186
0,PLS,0.0628483563531375
0,PLS,0.057785053195853
0,PLS,0.029770791803978
0,PLS,0.105098713498691
0,PLS,0.104403763399544
0,PLS,0.0754005542487344
0,PLS,0.0614420083182732
0,PLS,0.0383899902335447
0,PLS,0.0406008334960151
0,PLS,0.0571564343784885
0,PLS,0.0869318803831796
0,PLS,0.0935673300088431
0,PLS,0.0918905423444056
0,PLS,0.0670472819866876
0,PLS,0.079988047156285
0,PLS,0.0134834329321702
0,PLS,0.0985253814364626
0,PLS,0.104095488969638
0,PLS,0.0406124474282716
0,PLS,0.0608260342038429
0,PLS,0.0388041611240424
0,PLS,0.0397024635217944
0,PLS,0.0753249485178134
0,PLS,0.0739385321901136
0,PLS,0.0881855214336842
0,PLS,0.015949362567875
0,PLS,0.0421334240383511
0,PLS,0.0510989544340041
0,PLS,0.0617096836479338
0,PLS,0.0530041720616652
0,PLS,-0.0220052377676633
0,PLS,0.0905726012504133
0,PLS,0.0814961647251002
0,PLS,0.0771554809011294
0,PLS,0.069944046977066
0,PLS,0.0413994739289789
0,PLS,-0.0163283388610247
0,PLS,0.0300510589768312
0,PLS,0.0558347717553647
0,PLS,0.00130840831628753
0,PLS,0.0623229501461047
0,PLS,0.00215076695731642
0,PLS,0.0621832355949374
0,PLS,0.0842162566035538
0,PLS,0.0317267237550507
0,PLS,0.042837636202272
0,PLS,0.0723936490129939
0,PLS,0.0671225257943566
0,PLS,0.0671769003602989
0,PLS,0.0827597431697875
0,PLS,0.0577062815616978
0,PLS,0.0524344188242125
0,PLS,0.0769831328751434
0,PLS,0.0367207574199071
0,PLS,0.126375955174112
0,PLS,0.0526853197087906
0,PLS,0.0671934707164474
0,PLS,0.0507051136452246
0,PLS,0.0738926890509886
0,PLS,0.0518094640353401
0,PLS,0.0205369927524477
0,PLS,0.0652169600759671
0,PLS,0.0763949601798133
0,PLS,0.103760251425933
0,PLS,0.115578740905837
0,PLS,0.084130575131703
0,PLS,0.047994096483049
0,PLS,0.108033587128041
0,PLS,0.0753775497740281
0,PLS,0.0624054844612256
0,PLS,0.0991836541594846
0,PLS,0.0292455971052434
0,PLS,0.0449744223547064
0,PLS,0.096786849241673
