,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0548313488805304,0.0158262846532826,0.0100075875695264,0.00565495716642594,0.0587694249002004,0.031918216685326
2,0.1,0.0575396707714254,0.0167413943049306,0.00943859670454966,0.00575265564139613,0.0638561593751671,0.0327975940284179
3,0.2,0.0558986948255308,0.0170332459620966,0.00834790957594996,0.00448824667753973,0.065781875693783,0.0327361576434138
4,0.3,0.0537683270817863,0.0157395699733599,0.00800723394147181,0.00417662241533511,0.0636781569276252,0.0314382950690163
5,0.4,0.0513766973417262,0.0168165426219997,0.00613972442373459,0.00330776948696536,0.0582766960507009,0.0313351014254784
6,0.5,0.0491662260109,0.0163886704179312,0.00568312614822305,0.00322701043896299,0.0565451598410121,0.0395488165853593
7,0.6,0.0464659802184674,0.0135605535117846,0.004581561687159,0.00275691451306155,0.0551291484103264,0.0466237840979333
8,0.7,0.0451021923062308,0.0134833485244673,0.00350437249743402,0.00213540976075105,0.0586507276306534,0.0530032538375157
9,0.8,0.0432416322519537,0.0128385596274012,0.00262138652351526,0.00154767450953852,0.0581295609061529,0.0529008906764396
10,0.9,0.0434436062237912,0.0121230482636176,0.00149762812732898,0.000836892078030108,0.0640631803167543,0.0624922752686741
