,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.971976744186047,0.0562994864191969,0.015236206074365,0.00940262410172087,0.00559413045974872,0.0610273836687151,0.0310780482814731
2,0.1,1,1,1,0.967558139534884,0.0548292008949375,0.015487050670365,0.0101812280772384,0.00521003280753735,0.065207869787672,0.0312751746396738
3,0.2,1,1,1,0.970348837209302,0.0551341463274991,0.0168450163016698,0.00897593158701544,0.00477782862022072,0.0654888501647316,0.0315734007849938
4,0.3,1,1,1,0.971511627906977,0.0546615700209975,0.0168778380313819,0.00864630292055732,0.00494827452802537,0.0640196727895314,0.0342370698633671
5,0.4,1,1,1,0.971511627906977,0.0526579506615878,0.0147864588230727,0.00813546038142166,0.00474923941820735,0.0646945068258982,0.0371752184709635
6,0.5,1,1,1,0.975232558139535,0.0536881823720048,0.0170621025007764,0.0069698630471251,0.00418127929851125,0.0633350842836677,0.0372084404782607
7,0.6,1,1,1,0.972790697674419,0.0515744078187043,0.0176769504017305,0.00584246540648256,0.00361205449878671,0.0612594573726847,0.0417425191476922
8,0.7,1,1,1,0.980697674418605,0.0483457130382176,0.0175909018262344,0.00511010128103572,0.00357966045147618,0.0548906278653457,0.0493615027905565
9,0.8,1,1,1,0.971976744186047,0.0484651573899159,0.0150339401830702,0.0034829283105348,0.00227221611233656,0.0563830189099851,0.0467131286081037
10,0.9,1,1,1,0.978488372093023,0.0430367394460186,0.0123101727501662,0.00194086367129533,0.00119827679845373,0.0538529763053912,0.056224775605037
