rho,methods,MSEf_value
0,PLS,0.031029857164972
0,PLS,0.0349258091800823
0,PLS,0.0470629666030617
0,PLS,0.039944162260021
0,PLS,0.0574506671142822
0,PLS,0.0631733286493826
0,PLS,0.0412636713316808
0,PLS,0.0585461992467625
0,PLS,0.0265880638980058
0,PLS,0.044570259274032
0,PLS,0.0592905402359393
0,PLS,0.049673053655082
0,PLS,0.0633388135138234
0,PLS,0.0355837557094135
0,PLS,0.0473822058564118
0,PLS,0.0319145698996534
0,PLS,0.0671739209221729
0,PLS,0.0639934394767774
0,PLS,0.0415345981190316
0,PLS,0.0682072437846915
0,PLS,0.0609598085987373
0,PLS,0.0683382209326933
0,PLS,0.0576250196826591
0,PLS,0.068401827669447
0,PLS,0.0528337757549546
0,PLS,0.0783746871713507
0,PLS,0.0742167595377777
0,PLS,0.037767000242776
0,PLS,0.0493367260354922
0,PLS,0.0342011341943653
0,PLS,0.0500021560004815
0,PLS,0.0583800761161403
0,PLS,0.0479902387494478
0,PLS,0.0542561662534289
0,PLS,0.0436762920614353
0,PLS,0.0345045394876921
0,PLS,0.0826215113266313
0,PLS,0.0441335372675805
0,PLS,0.0456086952908375
0,PLS,0.0369797044673572
0,PLS,0.0563552558824955
0,PLS,0.0462953937117019
0,PLS,0.0485008657451902
0,PLS,0.0572114427861248
0,PLS,0.0503955551458086
0,PLS,0.0611202781487319
0,PLS,0.0637844090961614
0,PLS,0.0416259414530329
0,PLS,0.0530370878258279
0,PLS,0.0571048661521379
0,PLS,0.0645594347007515
0,PLS,0.0515812342163629
0,PLS,0.0580761858594233
0,PLS,0.0580014210385713
0,PLS,0.0425531728024775
0,PLS,0.0498628221187789
0,PLS,0.080083104938408
0,PLS,0.104922820086872
0,PLS,0.0556347971371997
0,PLS,0.0984069121457161
0,PLS,0.0365707957978311
0,PLS,0.0466014591122537
0,PLS,0.0517268394091105
0,PLS,0.0566923639939344
0,PLS,0.0546829459926898
0,PLS,0.0514743497291011
0,PLS,0.046454390834105
0,PLS,0.0481316995774906
0,PLS,0.0565840492046656
0,PLS,0.0783315851118287
0,PLS,0.090232724582952
0,PLS,0.0696036655883654
0,PLS,0.0727151309064549
0,PLS,0.0624636671822398
0,PLS,0.037537425220525
0,PLS,0.0683175685209451
0,PLS,0.0321221292703144
0,PLS,0.0640788852573814
0,PLS,0.0313739098745175
0,PLS,0.0691179863530724
0,PLS,0.0716379056081473
0,PLS,0.0479474236181428
0,PLS,0.0493563841940413
0,PLS,0.0469842291342804
0,PLS,0.0555828471949487
0,PLS,0.0563962666200062
