,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.971976744186047,0.0563229778446314,0.0152586379088852,0.00945348174575083,0.00560958366502475,0.0610459261110684,0.0310908783498228
2,0.1,1,1,1,0.967790697674419,0.0551161499420899,0.0155246723375899,0.0102906725902464,0.0053897988974429,0.0653301026426657,0.0312614741166278
3,0.2,1,1,1,0.971860465116279,0.055781039503973,0.0170450390272648,0.00975506968695614,0.00538192271243567,0.0658848776814922,0.0315507412986109
4,0.3,1,1,1,0.968139534883721,0.0563675440325576,0.0176648494623785,0.0100043129405971,0.00613282162070974,0.0646154870517159,0.0342304657567732
5,0.4,1,1,1,0.967906976744186,0.0554203271010366,0.0165880220470248,0.0102994856414159,0.00608752125808004,0.0655928785653789,0.0372791141529367
6,0.5,1,1,1,0.966511627906977,0.0566720271076172,0.0196661053409144,0.00942387744514862,0.00561826122713491,0.06501038699281,0.0371726329121885
7,0.6,1,1,1,0.966744186046512,0.0572921164455494,0.0189467116909837,0.0102120494151011,0.00624355002451917,0.0635422907583495,0.0418835136183925
8,0.7,1,1,1,0.972209302325581,0.0547377466663803,0.0208044364145511,0.00974747862774619,0.00588991036103335,0.0572907740762541,0.0496758367681562
9,0.8,1,1,1,0.964186046511628,0.0569475119656665,0.0204135552742918,0.0101721595639892,0.00698670657960627,0.0601530210665643,0.0461574963629458
10,0.9,1,1,1,0.968255813953488,0.0591031698356434,0.0231038481704811,0.00921296502417631,0.00628128730009449,0.0592640329926215,0.0570428632743464
