,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0563416196921678,0.0153003134342885,0.00881639056812797,0.00542227739140174,0.0609816327701381,0.0310990744645656
2,0.1,0.0549032247316897,0.0154426019032838,0.00961862910024445,0.00533266925611467,0.0651800398365125,0.0312734319818477
3,0.2,0.0557878992240584,0.0170412075765406,0.00877404903897666,0.00518335846262557,0.0656893266646429,0.0315405424814664
4,0.3,0.0564079481768005,0.0177062235571658,0.00896287313689057,0.00498410207956015,0.0644568228155025,0.0342376053851897
5,0.4,0.0553463823242884,0.0165797542492778,0.00955123885017928,0.00585743946330702,0.0654920843066136,0.0372991243967738
6,0.5,0.0566628651047936,0.019664092787162,0.00863551368810905,0.00523538949945746,0.0648273359394761,0.0371198196072791
7,0.6,0.0572883875930028,0.0189408884020962,0.00929477753991965,0.00565016302736158,0.0634185264864842,0.0418366891118295
8,0.7,0.0547330845032949,0.0207829963100909,0.00905885097285456,0.00545980729890339,0.0572133025640246,0.0496137165627286
9,0.8,0.056996714111939,0.0204022659148098,0.00919123014730634,0.0056258834048095,0.0600461149158228,0.0462040745645814
10,0.9,0.0591057775529493,0.0231003593417413,0.00871980561603124,0.00590516669160148,0.0591921424499157,0.057068320206815
