,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0548456118663202,0.0158490549637226,0.00997512184400752,0.00561184417849511,0.0587711680692543,0.031910884169889
2,0.1,0.0580291303163661,0.017141327911216,0.0098751870636708,0.0059332629007681,0.0640883575388088,0.0328745629696002
3,0.2,0.0577178800776671,0.0176240261798148,0.00911329815870462,0.00527232541024487,0.0665259539608645,0.032989361761051
4,0.3,0.0572677363868788,0.0185154598884384,0.00968246447107248,0.00559281331400686,0.0651475374049999,0.0312716229811876
5,0.4,0.0569230966977588,0.020103559227855,0.00859407392268429,0.00537444813983997,0.0598947836890102,0.031371568521333
6,0.5,0.0562513009318643,0.0219379030121377,0.00942285165206184,0.00571333924304854,0.0591407194844316,0.0398625620120644
7,0.6,0.053342591925211,0.0179187310748973,0.00886869447266202,0.00574976253641677,0.0583165916358926,0.0465466820105461
8,0.7,0.0543669961827425,0.0184587212710009,0.00907207441008826,0.00623077003364381,0.062683342302164,0.0541054123269602
9,0.8,0.057463881608352,0.0211023540526009,0.00840855987723346,0.00584309112871904,0.0615363997252549,0.0530344072579399
10,0.9,0.056174989785187,0.0222202254657343,0.00998372633777629,0.00714119178919047,0.0681543044942881,0.0634206201277899
