rho,methods,MSEs_value
0,PLS,0.0125216065534177
0,PLS,0.00141715850683711
0,PLS,0.0127640545619145
0,PLS,0.0108759991426598
0,PLS,0.011964221580643
0,PLS,0.00589029466404874
0,PLS,0.00820950299917634
0,PLS,0.00351573527402997
0,PLS,0.0180171227737097
0,PLS,0.00486048039501126
0,PLS,0.0135374175592223
0,PLS,0.0133636651825259
0,PLS,0.00446540967086319
0,PLS,0.0239323917337207
0,PLS,0.0108254080313685
0,PLS,0.00193951651171191
0,PLS,0.00649248435565912
0,PLS,0.0169270345254687
0,PLS,0.0101756163528801
0,PLS,0.00538573941782353
0,PLS,0.0082394439176255
0,PLS,0.00249938792342698
0,PLS,0.0133302484408602
0,PLS,0.00346984343919888
0,PLS,0.0106478755250455
0,PLS,0.0130411028075184
0,PLS,0.00451352514266598
0,PLS,0.0175279273564494
0,PLS,0.00207157517336962
0,PLS,0.0123605851956111
0,PLS,0.0141925362215102
0,PLS,0.00510901629867573
0,PLS,0.0078384180127249
0,PLS,0.00820995010096373
0,PLS,0.00827822642851295
0,PLS,0.00451589515298743
0,PLS,0.0121675367364889
0,PLS,0.00538291489533931
0,PLS,0.00978154235168611
0,PLS,0.00620212935839459
0,PLS,0.00635187572729261
0,PLS,0.00585051367183586
0,PLS,0.00947297523869361
0,PLS,0.0201559818941137
0,PLS,0.0192045997657543
0,PLS,0.0241517522769401
0,PLS,0.0105562392032482
0,PLS,0.00437117009527912
0,PLS,0.00743423690205229
0,PLS,0.00255281525679283
0,PLS,0.00831261835394919
0,PLS,0.0170807548698219
0,PLS,0.0225706460221871
0,PLS,0.00711589941464203
0,PLS,0.0174382778034498
0,PLS,0.00775140240098007
0,PLS,0.0102246572994018
0,PLS,0.0185236444044482
0,PLS,0.0102361647751309
0,PLS,0.00558798936236814
0,PLS,0.0171489584370104
0,PLS,0.010637392132304
0,PLS,0.00812166635822458
0,PLS,0.00983272520778256
0,PLS,0.012922334477304
0,PLS,0.018921062431562
0,PLS,0.00706733446884354
0,PLS,0.00763523036081601
0,PLS,0.0140021167125846
0,PLS,0.00547986676333488
0,PLS,0.0191346470409629
0,PLS,0.00645910103856251
0,PLS,0.0156089216079264
0,PLS,0.00904418699371543
0,PLS,0.0123964880288413
0,PLS,0.00707666590999505
0,PLS,0.00474663662234078
0,PLS,0.00768650158234735
0,PLS,0.00305856541996619
0,PLS,0.0145610325917515
0,PLS,0.0078493137694665
0,PLS,0.007614327145817
0,PLS,0.00753732022629978
0,PLS,0.00931870236075423
0,PLS,0.00827804039775976
0,PLS,0.00409386146558072
0,PLS,0.0108720851620703
0,PLS,0.00658412066594714
0,PLS,0.0132225647345685
0,PLS,0.00918450239932399
0,PLS,0.0059235954205537
0,PLS,0.00740638339667903
0,PLS,0.00755380751164198
0,PLS,0.00656675097691453
0,PLS,0.0084974006698304
0,PLS,0.00957337081163603
0,PLS,0.0236646480550124
0,PLS,0.00546107434034693
0,PLS,0.0107550079958921
0,PLS,0.00860495402579712
0,PLS,0.00749849577357868
0,PLS,0.00396509620339368
0,PLS,0.0208438037446145
0,PLS,0.022602673429999
0,PLS,0.00837196339092641
0,PLS,0.0152003832113154
0,PLS,0.00576133136885616
0,PLS,0.00274321648829201
0,PLS,0.0140243536726832
0,PLS,0.0116462469922935
0,PLS,0.00692483450589206
0,PLS,0.00341673306011622
0,PLS,0.0109054894113572
0,PLS,0.0134918393984375
0,PLS,0.0028420783367461
0,PLS,0.00360872062832236
0,PLS,0.0154156174166058
0,PLS,0.0049792800700343
0,PLS,0.0124160326369537
0,PLS,0.00968974242071578
0,PLS,0.0123819967024458
0,PLS,0.0138918894583843
0,PLS,0.0101367491073496
0,PLS,0.00794663163713391
0,PLS,0.0115536387126955
0,PLS,0.0157273543812997
0,PLS,0.0129448581714735
0,PLS,0.00392119129821494
0,PLS,0.00529577435689275
0,PLS,0.0148603715292596
0,PLS,0.00681576198241842
0,PLS,0.0130114080728027
0,PLS,0.00423064944640711
0,PLS,0.00228208848001466
0,PLS,0.0184091398306003
0,PLS,0.0157523914253062
0,PLS,0.00959638323824951
0,PLS,0.009325355654408
0,PLS,0.00843701279956545
0,PLS,0.00359835093958341
0,PLS,0.0125817562700656
0,PLS,0.0170693782311541
0,PLS,0.0116603858409244
0,PLS,0.0124250286962926
0,PLS,0.00455104875921839
0,PLS,0.0120955583382647
0,PLS,0.0211867456059913
0,PLS,0.00608403309505547
0,PLS,0.0185098566571841
0,PLS,0.0188764635842866
0,PLS,0.0146343709953566
0,PLS,0.00508482596683435
0,PLS,0.0180979523336096
0,PLS,0.0143050592379653
0,PLS,0.0192843776009176
0,PLS,0.0164387740473511
0,PLS,0.00288177751438312
0,PLS,0.011523854329154
0,PLS,0.00568659173994679
0,PLS,0.0149627828722382
0,PLS,0.0182416643603813
0,PLS,0.00298781120689046
0,PLS,0.00561092082866139
0,PLS,0.0104751419497045
0,PLS,0.00751384144925016
0,PLS,0.026394289965596
0,PLS,0.00632094134703685
0,PLS,0.00563688039242675
0,PLS,0.0101943076185052
0,PLS,0.0258220148323106
0,PLS,0.00673850592384934
0,PLS,0.0092838340107659
0,PLS,0.00647238125085057
0,PLS,0.0230807606549273
0,PLS,0.0189965234657127
0,PLS,0.0163100207581774
0,PLS,0.00244818385461639
0,PLS,0.0200344180861089
0,PLS,0.00441600847171718
0,PLS,0.0219097995408396
0,PLS,0.0143084595953656
0,PLS,0.00639051282086713
0,PLS,0.0110721177001223
0,PLS,0.00512221604988235
0,PLS,0.0191275932368418
0,PLS,0.00664827089550016
0,PLS,0.0058260872381189
0,PLS,0.0102620936051839
0,PLS,0.0168380873895177
0,PLS,0.0167013006751962
0,PLS,0.00655367955176899
0,PLS,0.0239385666274067
0,PLS,0.0170612449784841
0,PLS,0.0128202682225546
0,PLS,0.00362364080173393
0,PLS,0.0166653592168183
0,PLS,0.0280360239565839
0,PLS,0.0164673878392751
0,PLS,0.0068109757101439
0,PLS,0.00459638539568577
0,fTS,0.0125223684388719
0,fTS,0.00144705637528091
0,fTS,0.0127640545619145
0,fTS,0.0110253752247106
0,fTS,0.0120714007613014
0,fTS,0.00570186554808859
0,fTS,0.00821684280273865
0,fTS,0.00351573527402997
0,fTS,0.0183300437848319
0,fTS,0.00484615264945757
0,fTS,0.0135488653828412
0,fTS,0.013085610051172
0,fTS,0.00440277708926183
0,fTS,0.0254776341793669
0,fTS,0.0109126526907155
0,fTS,0.00224167756751653
0,fTS,0.00651240344139655
0,fTS,0.0169270345254687
0,fTS,0.0101755751756288
0,fTS,0.0053924908454
0,fTS,0.00820912836009428
0,fTS,0.00250621196499024
0,fTS,0.0135786232064509
0,fTS,0.00353371894607744
0,fTS,0.0105847350288574
0,fTS,0.0130411028075184
0,fTS,0.00441400078194812
0,fTS,0.0174427608539772
0,fTS,0.0021858135720171
0,fTS,0.0123762623011551
0,fTS,0.0141925362215102
0,fTS,0.00510901629867573
0,fTS,0.00783349849434671
0,fTS,0.00824198952408571
0,fTS,0.00827822642851295
0,fTS,0.00451638183520625
0,fTS,0.0121675504731888
0,fTS,0.00538291489533931
0,fTS,0.0106099999929754
0,fTS,0.00620212935839459
0,fTS,0.00630797441260266
0,fTS,0.00592593106929766
0,fTS,0.00950106114352835
0,fTS,0.0201542794101895
0,fTS,0.0192045997657543
0,fTS,0.0241844712080573
0,fTS,0.0104577642278442
0,fTS,0.00426231971226031
0,fTS,0.00743655421861247
0,fTS,0.00255277982486351
0,fTS,0.00831220054837465
0,fTS,0.0170756206559422
0,fTS,0.023009328372523
0,fTS,0.00711589941464203
0,fTS,0.0185184466159216
0,fTS,0.00775327938832166
0,fTS,0.0102271247372905
0,fTS,0.0190236378189914
0,fTS,0.010240133364021
0,fTS,0.00562846267882375
0,fTS,0.0170972380281769
0,fTS,0.0107678145509556
0,fTS,0.00812206762010943
0,fTS,0.0102877442653648
0,fTS,0.0140921919664585
0,fTS,0.0190847072533281
0,fTS,0.00709098078079831
0,fTS,0.00763523036081601
0,fTS,0.0139954088513067
0,fTS,0.00547986676333488
0,fTS,0.0193788101698516
0,fTS,0.0064593193065444
0,fTS,0.0156087330601347
0,fTS,0.00899378245659148
0,fTS,0.0122663419057391
0,fTS,0.00704250930053995
0,fTS,0.00474663662234078
0,fTS,0.00760887695152245
0,fTS,0.00305645984051998
0,fTS,0.0145598044668459
0,fTS,0.00771716061446149
0,fTS,0.00790774877075193
0,fTS,0.00739004498162756
0,fTS,0.0092962849737152
0,fTS,0.00822493437826954
0,fTS,0.00386733895037565
0,fTS,0.0108720851620703
0,fTS,0.00657900359902026
0,fTS,0.0132225647345685
0,fTS,0.00996355806768149
0,fTS,0.00587281648580881
0,fTS,0.00766323554238785
0,fTS,0.00762905194104835
0,fTS,0.00658781127055029
0,fTS,0.0084974006698304
0,fTS,0.00957337081163603
0,fTS,0.0236162340904113
0,fTS,0.00542173014955641
0,fTS,0.00852769952440773
0,fTS,0.00860495402579712
0,fTS,0.00749816792337154
0,fTS,0.00396509620339368
0,fTS,0.0207965962659556
0,fTS,0.022602673429999
0,fTS,0.00839685790778193
0,fTS,0.0152003832113154
0,fTS,0.00540035243909893
0,fTS,0.00277208116887669
0,fTS,0.0140243536726832
0,fTS,0.0116462469922935
0,fTS,0.00692483450589206
0,fTS,0.00341673306011622
0,fTS,0.0109054894113572
0,fTS,0.0134918393984375
0,fTS,0.00328229232465428
0,fTS,0.00357881493044167
0,fTS,0.0154424661087987
0,fTS,0.00497667157375676
0,fTS,0.0127001308921014
0,fTS,0.00968974242071578
0,fTS,0.0128688824188302
0,fTS,0.0138493534292337
0,fTS,0.0109791725136638
0,fTS,0.00814248865858485
0,fTS,0.0129012383693327
0,fTS,0.0159807619349145
0,fTS,0.0130141849861399
0,fTS,0.00392119129821494
0,fTS,0.00531209309786423
0,fTS,0.0169690177451672
0,fTS,0.006905977566876
0,fTS,0.0130091636165421
0,fTS,0.00422429040886895
0,fTS,0.00223860475534957
0,fTS,0.0184177478313153
0,fTS,0.0147477077815925
0,fTS,0.00966148171356022
0,fTS,0.00932339821168728
0,fTS,0.0081920977001867
0,fTS,0.00359414993669062
0,fTS,0.0129676196827638
0,fTS,0.0169269246604088
0,fTS,0.0119933465732719
0,fTS,0.0115258018139883
0,fTS,0.00455033278701775
0,fTS,0.0127897857858905
0,fTS,0.0211886534713955
0,fTS,0.00605199644125852
0,fTS,0.018611248273702
0,fTS,0.0187739965688045
0,fTS,0.0143959192696735
0,fTS,0.00503369416210292
0,fTS,0.0180979523336096
0,fTS,0.0142717391301129
0,fTS,0.0196145790242172
0,fTS,0.0162575150200203
0,fTS,0.00292457641375684
0,fTS,0.0114594960757371
0,fTS,0.00577554775686659
0,fTS,0.0155034853285962
0,fTS,0.0183061884967984
0,fTS,0.0030382984068976
0,fTS,0.00561092082866139
0,fTS,0.0105082022943534
0,fTS,0.00751384144925018
0,fTS,0.02639861396214
0,fTS,0.00632105722992965
0,fTS,0.00558792745107927
0,fTS,0.0100339146196066
0,fTS,0.0259188903472301
0,fTS,0.00673850592384934
0,fTS,0.00955579854698872
0,fTS,0.00648192589400643
0,fTS,0.0237067948640132
0,fTS,0.0190690711522034
0,fTS,0.0163488817017886
0,fTS,0.00244818385461639
0,fTS,0.0200369413819779
0,fTS,0.00437984052261152
0,fTS,0.0226639093181811
0,fTS,0.0144071704191887
0,fTS,0.00667611906318203
0,fTS,0.0109292515235436
0,fTS,0.00509855410362354
0,fTS,0.0190938787939957
0,fTS,0.00659681699854681
0,fTS,0.00583834298341676
0,fTS,0.0102620936051839
0,fTS,0.0170026063673604
0,fTS,0.0166980425837757
0,fTS,0.00655367955176899
0,fTS,0.0231616864473726
0,fTS,0.0170836126336218
0,fTS,0.0128202682225546
0,fTS,0.00363901914503142
0,fTS,0.0166653592168183
0,fTS,0.0288562968525509
0,fTS,0.0164749920284316
0,fTS,0.00690935606317636
0,fTS,0.00463893260993934
0,LS_oracle,0.0134090997779463
0,LS_oracle,0.00139405209763605
0,LS_oracle,0.00925329681766776
0,LS_oracle,0.00897849817901172
0,LS_oracle,0.0116313730593868
0,LS_oracle,0.00554081945820788
0,LS_oracle,0.00858714725827059
0,LS_oracle,0.00323647240694743
0,LS_oracle,0.0162844818169417
0,LS_oracle,0.00631722742178109
0,LS_oracle,0.0131459200431161
0,LS_oracle,0.0111676407216028
0,LS_oracle,0.00441449494370002
0,LS_oracle,0.0242073004833019
0,LS_oracle,0.0136965655649063
0,LS_oracle,0.00110135729914804
0,LS_oracle,0.00582498645056443
0,LS_oracle,0.0140474504040468
0,LS_oracle,0.0102489098400037
0,LS_oracle,0.00505260166489307
0,LS_oracle,0.0125242562247725
0,LS_oracle,0.00246033617235749
0,LS_oracle,0.012146187111897
0,LS_oracle,0.00314917850992137
0,LS_oracle,0.00763096995692757
0,LS_oracle,0.0129950566367353
