,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.972325581395349,0.0548215324464947,0.0158415740628758,0.0107183704665271,0.00582961515228026,0.0589033057869082,0.0318981395949763
2,0.1,1,1,1,0.968837209302326,0.0580033341983657,0.0170626630619777,0.0107152978838023,0.00613513922057198,0.0642355688426217,0.032932320695511
3,0.2,1,1,1,0.971279069767442,0.0577288532469734,0.0176217869763074,0.00969006045349801,0.00537952822705028,0.0666267036820717,0.0330255566924527
4,0.3,1,1,1,0.968604651162791,0.0572587684540316,0.0184755241821407,0.0107315276253658,0.00586935321769197,0.0652820544387869,0.0313247167238749
5,0.4,1,1,1,0.971279069767442,0.0569508611188361,0.0201003566539589,0.0094066552348833,0.00571724287132718,0.0600043301637563,0.0313324949030773
6,0.5,1,1,1,0.963604651162791,0.0562487982045709,0.0219090602775125,0.0101926897965721,0.00605544653714291,0.0592213612064442,0.0398840089924678
7,0.6,1,1,1,0.97,0.0534658715528181,0.0180406726070276,0.0095914752218333,0.00632199232653385,0.0584632100040552,0.0465507701639193
8,0.7,1,1,1,0.967325581395349,0.0543804194300376,0.0184871301586326,0.00974839501319,0.00639201572698979,0.0628433966428022,0.0541138938561274
9,0.8,1,1,1,0.966046511627907,0.057503773857994,0.0210598477430633,0.00949422362721551,0.00699792541885136,0.061655435116925,0.0530577104300521
10,0.9,1,1,1,0.961744186046512,0.0562860292711407,0.022259451560846,0.0111772664323032,0.00867420319326305,0.0683142174238936,0.0634024582997674
