,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0563140718985293,0.015274208453053,0.00878458206786942,0.0054023340674496,0.0609673995811364,0.0310870890183224
2,0.1,0.0548144445637574,0.0155082625934113,0.00940934632721807,0.00521408436851792,0.0650523635546107,0.0312542038823493
3,0.2,0.05514167590655,0.0168333073383897,0.00826048660116612,0.00464529658334947,0.0653365218573216,0.0315562928074396
4,0.3,0.0546837257593643,0.0168556431672985,0.0078134529362047,0.0042502637328932,0.0638740913681688,0.0342286621125475
5,0.4,0.0526482059287611,0.014785352491908,0.00760547396374462,0.00447838330862554,0.064582601346673,0.0371847601311217
6,0.5,0.0536820343673167,0.017066100451813,0.00651460305053033,0.00406161313063119,0.0632370205031432,0.037176228103541
7,0.6,0.0515756703852285,0.0176732162205912,0.00535595933961688,0.00350507468952432,0.0611617222981287,0.0417363664317124
8,0.7,0.0483530807443948,0.0175981535334873,0.0046701577347641,0.00316363772169641,0.0548439090335254,0.0493932523177771
9,0.8,0.0484799067298977,0.0150238947125416,0.00307927861679234,0.00186034551162999,0.0563549004569609,0.0467252965273613
10,0.9,0.0430342393080567,0.0122879615470254,0.00177181596358062,0.00109770305474647,0.05383163444342,0.0562475536058702
