,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.970697674418605,0.0634924502725475,0.0193501617095112,0.0118696830252116,0.00669892942514303,0.0649944438333891,0.0288951796877021
2,0.1,1,1,1,0.966744186046512,0.0621439414066266,0.0199102888202939,0.0115830688988762,0.0059199864003679,0.0676124221774611,0.0302996387093369
3,0.2,1,1,1,0.966627906976744,0.0636578666538343,0.0217803430139463,0.0123749057624765,0.00808797815888282,0.0643424740081281,0.0323247500013746
4,0.3,1,1,1,0.962093023255814,0.0615771171860824,0.0211716564598782,0.0124237976887982,0.00664466803619655,0.0668244484834413,0.0368610466573184
5,0.4,1,1,1,0.964302325581395,0.0617675433070981,0.0207865291067458,0.0127042841539923,0.00718770759440891,0.0611569741720598,0.0358049799380957
6,0.5,1,1,1,0.966162790697674,0.0619119514176912,0.0230036638915986,0.0126937732905404,0.00879966475830402,0.0616575389323842,0.0418770409706331
7,0.6,1,1,1,0.952209302325581,0.0665181890306251,0.0256310111745756,0.0144202674117971,0.0091763828518832,0.0612425771322156,0.0439403373874084
8,0.7,1,1,1,0.965813953488372,0.0655973702019389,0.0300365963599804,0.012271749290101,0.00852021911063467,0.060949671850478,0.05050542299819
9,0.8,1,0.9996875,1,0.960697674418605,0.0649216830952256,0.0295007082457521,0.011727791158105,0.00795998243242617,0.059650929114118,0.0548782980050028
10,0.9,1,1,1,0.964767441860465,0.0640602938052916,0.0268038499216017,0.012283730571867,0.00931627518649064,0.062123087675162,0.0634395150631462
