,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.970930232558139,0.0635359571307103,0.0193785182664085,0.0119049048519812,0.00675907938001461,0.0650230055086917,0.0288915177838793
2,0.1,1,1,1,0.970348837209302,0.0618334192351328,0.0198361771381315,0.0109614919241004,0.00571487911512531,0.0672678334204522,0.0302827322353155
3,0.2,1,1,1,0.967441860465116,0.0614222770102063,0.0208705770312487,0.0112711368701991,0.0071499834651005,0.0632925803143965,0.0322470649734141
4,0.3,1,1,1,0.970348837209302,0.0576255694659281,0.0190914394253043,0.00976169544022977,0.00495970904428821,0.0652480824578841,0.0367304014143692
5,0.4,1,1,1,0.96906976744186,0.0575063897202022,0.0186466155076149,0.00902689805538831,0.00482815442899449,0.0595451476393183,0.0352910922755386
6,0.5,1,1,1,0.969302325581395,0.0553359607550645,0.0192994440312439,0.00786617599221984,0.00522208710155759,0.0592152029661191,0.0411123895271869
7,0.6,1,1,1,0.964186046511628,0.0548666555300245,0.016173308887662,0.00727804294891292,0.00531909957057952,0.0576635654949074,0.0439726245854311
8,0.7,1,1,1,0.968837209302326,0.0513216859138649,0.016088826485279,0.00510195332168128,0.00271604912736918,0.0563619762573097,0.0504862610223928
9,0.8,1,1,1,0.970116279069767,0.0482665207918651,0.0148720009604152,0.00353757697604544,0.00211008476751118,0.0543448297038983,0.0549089091168168
10,0.9,1,1,1,0.972441860465116,0.0473533850496317,0.0136156659396833,0.00203819563242783,0.00126357795986168,0.0570371734609523,0.0622870359327731
