,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0635510329636137,0.0194140097611559,0.0109058984453154,0.00655738392763231,0.064788017959715,0.0289329203254876
2,0.1,0.0617865634398232,0.0198548547686005,0.0100440638698623,0.005459969758651,0.0670237430223359,0.0303185269557187
3,0.2,0.0613994807000959,0.020840817780883,0.00986975236986344,0.00615107850132648,0.0631035889015094,0.0321693375236078
4,0.3,0.0576138135972566,0.019073443989876,0.00879536585376636,0.00462615344951397,0.065070176146285,0.0366946893117421
5,0.4,0.0574930796532042,0.0186450706547141,0.00820623100536337,0.00483122580351461,0.0594003569883466,0.0352207629017304
6,0.5,0.0553611231286095,0.0193808148343566,0.00696561544987435,0.00435303452818843,0.0590967052121571,0.0410874202772278
7,0.6,0.0548251864743604,0.0161495743198388,0.0062453596039112,0.00377979946448806,0.0575318523975981,0.0439970667332392
8,0.7,0.0513234176622072,0.0160599538775326,0.00463428540361911,0.00247807542519119,0.0562919348757143,0.0504977488303722
9,0.8,0.0482481242263841,0.0148643420953572,0.00311689026407838,0.0019121708270062,0.0542435887412086,0.0549212198355823
10,0.9,0.0473679422321615,0.0136086872854494,0.00183468108315452,0.00117545189416817,0.0570069270360275,0.0623093419952894
