,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.064494027915766,0.0180100171848218,0.0121159229805725,0.00680531126883956,0.0626462450888786,0.0303552566736259
2,0.1,0.0618358575265658,0.018900142404357,0.0126699221611739,0.00731028900417062,0.0666161441903508,0.0310753762442925
3,0.2,0.0670789521453984,0.024432700227059,0.01099743585461,0.00607078121243443,0.0631402073084205,0.0311358816859479
4,0.3,0.0656718377545641,0.0224901950341086,0.0115153727689526,0.00688566399599186,0.0610674130666262,0.0363394016491168
5,0.4,0.0658542990790117,0.023943734214137,0.0116734806446116,0.00710621884493085,0.0629015151001823,0.0366302935361475
6,0.5,0.0637269704762467,0.0222309252010831,0.0119600677621482,0.00682363413465213,0.0661633706055695,0.0371454629882305
7,0.6,0.065232539506553,0.027134082662343,0.0119688620613006,0.00758561317110762,0.0586012496992998,0.0442670622211787
8,0.7,0.0638592605118472,0.0230272840301238,0.0119712808600151,0.00838332088404203,0.0625216546896373,0.0459718242306167
9,0.8,0.0621959765914156,0.0239270473941249,0.0120168191293286,0.00722063902017895,0.0598813917041674,0.0547848545275635
10,0.9,0.0657433331265804,0.0257013557935161,0.0119648120909273,0.00814018668847506,0.0644515580344252,0.0542540765067301
