,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.969186046511628,0.064480920714648,0.0179673381655191,0.0131016461312801,0.00701452243303324,0.0627777936431411,0.0303292871228809
2,0.1,1,1,1,0.968139534883721,0.061973957048244,0.0192303866032267,0.0133354767933586,0.00724663031899567,0.0667615733006788,0.0311186933507538
3,0.2,1,1,1,0.963837209302326,0.0658253082268702,0.0231499704776797,0.0114054132171044,0.00614145267625598,0.0628799557332591,0.0311449884699751
4,0.3,1,1,1,0.971627906976744,0.0647474942226599,0.0219802244849251,0.0108566615556974,0.00656679396502397,0.0604166671176382,0.0361378768091456
5,0.4,1,1,1,0.969651162790698,0.063983219429552,0.0232705765237418,0.0108382671001292,0.00592574408484777,0.0620165309092439,0.0364610171472671
6,0.5,1,1,1,0.97406976744186,0.0596346741250603,0.0205480193002658,0.00917916911053765,0.00509977684992597,0.0644037895229997,0.0371716177967909
7,0.6,1,1,1,0.970581395348837,0.0586429203510787,0.021752914252853,0.00780141465576001,0.00495711286563052,0.056238828759716,0.0442983318997117
8,0.7,1,1,1,0.975581395348837,0.0565399100319235,0.0188663410005102,0.00628696784831319,0.00418414377070593,0.0596516458313273,0.0461214641061509
9,0.8,1,1,1,0.979418604651163,0.0508187048081927,0.0178593702371783,0.00441695348310025,0.00279579715023903,0.0553521070139886,0.054740361522259
10,0.9,1,1,1,0.981511627906977,0.0500384528076691,0.0152015509745243,0.00245502910104864,0.00160389709877059,0.0589608638531376,0.0537926040948914
