,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0635026079274809,0.0193800513498542,0.0108829889702195,0.00651619199236556,0.0647729818761738,0.0289306307639744
2,0.1,0.0621489496677775,0.0199477034073028,0.0104984842605939,0.00557117314721191,0.0673306112280668,0.0303215730952302
3,0.2,0.0636127836789866,0.0217466955938688,0.0111003233173818,0.00715216054648232,0.0641506659398234,0.0322618089503984
4,0.3,0.0615600997135258,0.0211575869502888,0.0109541783686657,0.00595807921225817,0.0664956387991312,0.0368772172154449
5,0.4,0.0617790927952852,0.0207300843736331,0.0118993385450092,0.00691988996246565,0.0609883082903436,0.0357336718839241
6,0.5,0.0619485527881527,0.023025037151053,0.011363636521813,0.00739553539537329,0.0614226204864572,0.041823497501255
7,0.6,0.0664987772394231,0.0257067366141799,0.0128960960263548,0.00865205747193894,0.060988576846895,0.0439139476047767
8,0.7,0.0658188873598879,0.0302493768185633,0.0113667758897953,0.00807051910927575,0.0608474637101573,0.0504338357349321
9,0.8,0.0649036841695434,0.0294995249995945,0.0101703044730846,0.00668211772860261,0.0593800972209265,0.0548855879255694
10,0.9,0.0641465957644725,0.0269559444724252,0.0112017439881514,0.00878845997470049,0.0619305787103749,0.0633079220333057
