,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.962790697674419,0.0994920339831557,0.0353699244061485,0.0258862730147741,0.0165910502981905,0.0700180980527956,0.0325289509876083
2,0.1,1,1,1,0.957093023255814,0.10393515156279,0.0333178318413827,0.0278466907096417,0.0166776222685691,0.0716415876699335,0.0307923186478053
3,0.2,1,1,1,0.953139534883721,0.0997166651871695,0.0361637040058578,0.0255312234148495,0.0187794730566491,0.0712672677784372,0.0316938220779352
4,0.3,1,1,1,0.956395348837209,0.0973779267840132,0.0349318347589095,0.0243854765666322,0.0141276716040183,0.0637314640887557,0.0344838629858357
5,0.4,1,1,1,0.948720930232558,0.0994920875636571,0.0340975992457626,0.0276669933171021,0.0176717529659024,0.0647688877576941,0.0385637007635049
6,0.5,1,1,1,0.956627906976744,0.103301566128736,0.0449032638398369,0.0254305071499591,0.0173838961098576,0.0734056542306117,0.0443245623377676
7,0.6,1,1,1,0.95,0.105658180301814,0.0479603516006346,0.0279585354640631,0.0153628213767683,0.0732817704906881,0.0497039353161452
8,0.7,1,1,1,0.963604651162791,0.107428397957897,0.0451067805344567,0.0245778280558101,0.0164273258809493,0.0749204032231595,0.0562501772085562
9,0.8,1,1,1,0.958720930232558,0.103425162260154,0.0460346654215688,0.0264619007671349,0.0251290324506567,0.0710591899708135,0.0598790509543797
10,0.9,1,1,1,0.96546511627907,0.101353563773078,0.0441319630427253,0.025053563594464,0.0175204414930041,0.0755422172210652,0.0631191359707963
