,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.957325581395349,0.103803965434023,0.0372201049349345,0.026460567536621,0.0147981859712921,0.0678503149053319,0.0296500636087502
2,0.1,1,1,1,0.957325581395349,0.102173796005821,0.0350129749708641,0.0270759326470466,0.0147411056686277,0.0732954336031865,0.0331619609156445
3,0.2,1,1,1,0.953720930232558,0.0998212642515797,0.0367547524484313,0.0282013755047469,0.016674524553534,0.066620191356071,0.0353384076775439
4,0.3,1,1,1,0.956046511627907,0.100692599784734,0.0383516469827292,0.026418168712881,0.0139998881505519,0.0721167138865119,0.0332673545669836
5,0.4,1,1,1,0.963139534883721,0.100111635786325,0.0323242827221139,0.0252119833923636,0.0139737187775656,0.0750963752258339,0.035173903563133
6,0.5,1,1,1,0.955697674418605,0.101399861517042,0.0346737381006928,0.0267153747519292,0.0147933137189898,0.0730492549102307,0.0359559387141534
7,0.6,1,1,1,0.958255813953488,0.0984226065034519,0.0374215351542032,0.0257650521424422,0.0158620602085163,0.0743213395644057,0.0414156472278019
8,0.7,1,1,1,0.953488372093023,0.0990588176789459,0.0402316322344474,0.0278731563787706,0.0182027176867636,0.0739193104121409,0.0460790158920858
9,0.8,1,1,1,0.961046511627907,0.108254112007023,0.0490280948481891,0.0260167823849029,0.0170932801258683,0.0725304325493548,0.0506832363800752
10,0.9,1,1,1,0.954883720930233,0.101651119456768,0.0412102593805878,0.0241241346273946,0.0182637830610262,0.0717932303019259,0.0618017459669615
