,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.103006156108384,0.0359833515134234,0.0237472416089775,0.0138738295734265,0.0671773329656667,0.029537801983007
2,0.1,0.101907669055291,0.0349903195400976,0.0241477802759304,0.0138339999642074,0.0728027866055154,0.0330611893073145
3,0.2,0.0989830309862724,0.0365854792915761,0.0230065165298142,0.0150679070080019,0.0654683373758944,0.0353019231424563
4,0.3,0.0980325589058949,0.0376354083259381,0.0210336635516556,0.0127062146216072,0.0703146873964189,0.0331987611445002
5,0.4,0.0961295152611555,0.0310312046814556,0.0177283727381624,0.0107924713288435,0.0729815089957946,0.0350798107075757
6,0.5,0.095022932733692,0.0324683359641442,0.0161621551101677,0.00911841838173691,0.0699762121723423,0.0354415254151809
7,0.6,0.0887474437282689,0.0329951736015683,0.0143204684708204,0.00917567007219989,0.0705279766353105,0.0412349797733272
8,0.7,0.0827822306574168,0.0301103495038357,0.0130612762962141,0.00778958148072902,0.0671670041979091,0.0454088085407148
9,0.8,0.0853769041257335,0.0349497397965724,0.00860760296938993,0.00600574214138015,0.063999449740665,0.0492773146751998
10,0.9,0.071910359131486,0.0262441644451429,0.00487488267333632,0.00377725777441844,0.0615842860971744,0.0604969184231822
