,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.957093023255814,0.103807790464936,0.0372524183744999,0.0264664869259412,0.0148790436068198,0.0678443837472024,0.0296440141610245
2,0.1,1,1,1,0.955813953488372,0.101982508801154,0.035084897341158,0.0266380679469781,0.014338436130813,0.0731756670750004,0.0331949849110779
3,0.2,1,1,1,0.956744186046512,0.0990462904722282,0.0366720616101912,0.0261638367266729,0.0160198346533719,0.065965106669528,0.0352885496570975
4,0.3,1,1,1,0.960348837209302,0.0979871718986733,0.0376532743373049,0.023603589083515,0.0129330959932184,0.0707276479479672,0.0331898671158356
5,0.4,1,1,1,0.968255813953488,0.0962873608029374,0.0310414367010557,0.0194254503031894,0.0109199453805546,0.0731816329180594,0.0351688667790445
6,0.5,1,1,1,0.963604651162791,0.0951239493431415,0.03259253598519,0.0183358722113351,0.00983222478205162,0.0704640032483615,0.0353752716791765
7,0.6,1,1,1,0.970232558139535,0.088710700558419,0.032944961049652,0.01606310014124,0.010371004570438,0.0709483643317264,0.0413516382317177
8,0.7,1,1,1,0.962558139534884,0.0827912425340993,0.0301056042889235,0.0144645286779479,0.00803316552449637,0.0674583949194629,0.0454794870728989
9,0.8,1,1,1,0.972209302325581,0.0853052199588757,0.0349675383466111,0.00965208600466221,0.00657834501673187,0.0642276738197349,0.0491999516488754
10,0.9,1,1,1,0.972325581395349,0.0719215600810072,0.0262240652092561,0.00546476811523442,0.00421722884326709,0.0616961535466088,0.0605251060650656
