,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0995119033317379,0.0354619098730472,0.0233256901032889,0.0153324721900741,0.069500457009333,0.0324307595072897
2,0.1,0.103243677209762,0.0332050834290814,0.0246260757834159,0.0157173244824968,0.0707599188517553,0.0306200977571037
3,0.2,0.097661261806068,0.0353050559306908,0.0202842204311215,0.012303083324563,0.0693491829757859,0.0314916300785577
4,0.3,0.0912813428678287,0.031726614081861,0.0179977022081258,0.0115499088620435,0.0614094442611298,0.0340901782500304
5,0.4,0.0893535052940802,0.0300194904772796,0.0176461229359029,0.0111544705844858,0.0608938634003796,0.0376753970231051
6,0.5,0.0891370346963153,0.0360907251278114,0.0143421250418929,0.00872702006401965,0.0684325584213109,0.0434476496848468
7,0.6,0.0849449392537866,0.0408775392079649,0.011955789004177,0.0071512149359343,0.0653454127052295,0.0487981932341998
8,0.7,0.081580560889293,0.031116855434886,0.00949824096758178,0.00594487761698332,0.0672495137598658,0.0555965800437566
9,0.8,0.0734429244331097,0.0292084570171577,0.00670508050806031,0.00441030629643767,0.0606169799220927,0.0587408452860654
10,0.9,0.069077720328052,0.0267454109741497,0.00379434656389375,0.0025278360705978,0.0655564575673991,0.0622869727964293
