,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.103003440039974,0.0359429721544651,0.0237622296983987,0.0138208384653957,0.0671752177683595,0.029524007007948
2,0.1,0.102132534462181,0.0349638259693469,0.0245622993809333,0.0141938345892467,0.0728826524737689,0.0330533895320708
3,0.2,0.0998141324765548,0.0366630113664494,0.0245553027034587,0.0154217756294479,0.066033085809532,0.0352976148571709
4,0.3,0.100835065038955,0.0383252591819655,0.0234215696570915,0.0137976974800443,0.0714987148078426,0.0333351262342842
5,0.4,0.0999675031304807,0.0322223853360788,0.0231165751988181,0.0139209652772423,0.0748014719135252,0.0350179324263132
6,0.5,0.10130761715111,0.0345568966666562,0.0237930665959117,0.0129993573463446,0.0725702461462881,0.0358294535691147
7,0.6,0.0983014794945668,0.0372808984762625,0.0232677092950203,0.01545187882995,0.0737094802507064,0.0410457457481782
8,0.7,0.098863052487592,0.0401657786318648,0.024506058146452,0.0154197980403102,0.0730461159212225,0.0458001936859309
9,0.8,0.10730027126888,0.0478274502131293,0.0234316728218633,0.0148400483374325,0.0720238375751262,0.0504722386104427
10,0.9,0.101474124084903,0.0408122747107124,0.0211189118918575,0.0155991843956211,0.0711669447904886,0.0616229743146116
