,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.0995245374234814,0.0354631576681609,0.0232727917126805,0.0152662428818026,0.0695081830176639,0.0324337110566549
2,0.1,0.103920741527323,0.0332921538402949,0.025042319726288,0.016164651621986,0.0710637793651157,0.030720162529998
3,0.2,0.0997842532804565,0.0361943456058751,0.0223365236549277,0.0127324610511036,0.0707561986381709,0.0316856809121216
4,0.3,0.0974120313105346,0.0348185090073614,0.0219039208595956,0.0135420483512862,0.0632829910423435,0.0344974548049387
5,0.4,0.0997012363560124,0.0345447715143243,0.0240754480394582,0.0145937997103865,0.0641901766202287,0.038624362650391
6,0.5,0.103453727442574,0.0450764568560559,0.0228875611909847,0.0158822868757226,0.0730526519541866,0.0445034176390167
7,0.6,0.10515765231036,0.0479138943016039,0.024953745711509,0.0138236322742334,0.0724525770909713,0.0495532439319584
8,0.7,0.107403676657318,0.045148741592237,0.0229100138353461,0.0146509593316311,0.0747947297338263,0.0562334870129074
9,0.8,0.103354757438342,0.045954778573449,0.0224638064556785,0.017247681246981,0.0701986240082309,0.059776851430814
10,0.9,0.101296036454911,0.0439957850040181,0.0231960715582578,0.0156632555648675,0.075054227657425,0.0629880938458867
