rho,methods,MSEf_value
0,PLS,0.209484007004724
0,PLS,0.0738218666754384
0,PLS,0.0856407858194281
0,PLS,0.0541623280462251
0,PLS,0.0927560201140286
0,PLS,0.0468044478475613
0,PLS,0.0639421889559136
0,PLS,0.0741921580685854
0,PLS,0.0810944965971628
0,PLS,0.141663438465641
0,PLS,0.101353918793774
0,PLS,0.0811911457582364
0,PLS,0.0613840949336143
0,PLS,0.0542529809201026
0,PLS,0.0665441561475982
0,PLS,0.102453525323674
0,PLS,0.0905588535097532
0,PLS,0.0969475393770886
0,PLS,0.13891693556456
0,PLS,0.059679237713668
0,PLS,0.137255799243568
0,PLS,0.0899570626522831
0,PLS,0.048653486089945
0,PLS,0.0922628069676224
0,PLS,0.0812300075432102
0,PLS,0.113796210449356
0,PLS,0.18979897873292
0,PLS,0.0989270405301201
0,PLS,0.165740513202038
0,PLS,0.056920032672236
0,PLS,0.0963680640517976
0,PLS,0.0614085684977611
0,PLS,0.184956446391398
0,PLS,0.0871603423091436
0,PLS,0.116658502788509
0,PLS,0.0616234642604441
0,PLS,0.137515828490933
0,PLS,0.22490067585708
0,PLS,0.0951379797383151
0,PLS,0.0750933256244441
0,PLS,0.0907075545876984
0,PLS,0.121505237272988
0,PLS,0.0842455055339633
0,PLS,0.100785792338262
0,PLS,0.0947042718319981
0,PLS,0.111860716298393
0,PLS,0.0876998753240104
0,PLS,0.0772298581652609
0,PLS,0.12590439990985
0,PLS,0.106316661835861
0,PLS,0.142985394535301
0,PLS,0.0731562369506049
0,PLS,0.118432854247613
0,PLS,0.0811659359908536
0,PLS,0.104108325920894
0,PLS,0.0794221484397253
0,PLS,0.050237488391729
0,PLS,0.110531833712833
0,PLS,0.102851758683756
0,PLS,0.216790718284302
0,PLS,0.117423428569425
0,PLS,0.109751853745427
0,PLS,0.0671216581588674
0,PLS,0.0943449989024504
0,PLS,0.0951340358662936
0,PLS,0.0912578101257441
0,PLS,0.0668015205583434
0,PLS,0.214996440321241
0,PLS,0.0894806895256424
0,PLS,0.119336307388196
0,PLS,0.117241666563259
0,PLS,0.252753317436806
0,PLS,0.0967852833147248
0,PLS,0.108107918808195
0,PLS,0.14311685628118
0,PLS,0.122414830413606
0,PLS,0.132231792508577
0,PLS,0.0840347456118705
0,PLS,0.120825590623131
0,PLS,0.0878313914083173
0,PLS,0.122178026666952
0,PLS,0.0793756317022861
0,PLS,0.0973091129636577
0,PLS,0.0908353380452938
0,PLS,0.0844877287374654
0,PLS,0.0939271331100349
0,PLS,0.18441460431855
0,PLS,0.103394699502326
0,PLS,0.113242626161342
0,PLS,0.181361859154236
0,PLS,0.14116080445752
0,PLS,0.09090274198436
0,PLS,0.0894019696546647
0,PLS,0.0942619272280469
0,PLS,0.131574204741912
0,PLS,0.0857549993417091
0,PLS,0.117480804019262
0,PLS,0.0996393479627418
0,PLS,0.145082327769862
0,PLS,0.0551635493378507
0,PLS,0.0890788013729828
0,PLS,0.1586762683909
0,PLS,0.0694434406282111
0,PLS,0.174988778639224
0,PLS,0.142016054565465
0,PLS,0.0822908946103453
0,PLS,0.0999274212391524
0,PLS,0.150635661697599
0,PLS,0.0772273796050292
0,PLS,0.0668926823318491
0,PLS,0.118801114073745
0,PLS,0.115557057299804
0,PLS,0.0819288675225692
0,PLS,0.243985816936206
0,PLS,0.125347045232153
0,PLS,0.0558653083503661
0,PLS,0.0734951734257478
0,PLS,0.0970102515191879
0,PLS,0.1062607483266
0,PLS,0.0792201443011795
0,PLS,0.147849427963343
0,PLS,0.0854882749865393
0,PLS,0.0612796440769747
