,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.211066489433141,0.145004866338345,0.0526483639811423,0.0277162255330257,0.0890573326725133,0.0343394126624814
2,0.1,0.214430638866594,0.143255848161652,0.0481082254606871,0.0289058404580523,0.0883671870920577,0.0329035940961251
3,0.2,0.213098902962146,0.143552960284325,0.0413687370069834,0.0241726855340035,0.0835627507061995,0.0343536826465886
4,0.3,0.229251568870207,0.186489343524437,0.0408444473877783,0.0234746877568217,0.0871621737765282,0.0432781278089651
5,0.4,0.220121044911827,0.178293507582925,0.036136090162843,0.0199203960976936,0.0811361438042276,0.0383104774279719
6,0.5,0.209043553791993,0.17231766642205,0.0319329343929496,0.01866083572781,0.0744950076592984,0.0461897966217425
7,0.6,0.231665956925133,0.234609153892799,0.0264487055237997,0.0160636040984979,0.0763326490072237,0.0522647712804645
8,0.7,0.270895246030189,0.269961285361914,0.021529142326428,0.0127085921591851,0.0784419826876158,0.0582062840563385
9,0.8,0.21512266585553,0.214003875567286,0.0162271931242879,0.011288223846348,0.0751125944474497,0.0509998236171518
10,0.9,0.230586823471541,0.253159610100063,0.0100497472812164,0.00701107865396419,0.0818154629156206,0.0595808660908296
