,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.229888848939797,0.176078864107843,0.0454580756186459,0.0288610049532986,0.0854237370939114,0.0367046166353191
2,0.1,0.201068475727879,0.107056045535829,0.0463109134929807,0.0275718612369673,0.0857371758595668,0.0337472021562518
3,0.2,0.223855769639361,0.163298707657047,0.0548509348564348,0.0387976859873834,0.0919713811207462,0.0361540908826728
4,0.3,0.229565620736626,0.175411425123894,0.0525306434022309,0.0308628320946312,0.0889447105449836,0.0390327354942102
5,0.4,0.219698791396414,0.164235719092673,0.0494057611150651,0.0310684780073277,0.0865167752921726,0.0429969092845604
6,0.5,0.243538308173412,0.187628986508894,0.0511088457312164,0.0303576336769302,0.0915824364539602,0.0462347287438596
7,0.6,0.244198482108697,0.206863081774512,0.0487138350459177,0.0290439952802833,0.0853375115904507,0.0468210367068871
8,0.7,0.277704138256914,0.235382275149688,0.0474660699946082,0.0287065881704129,0.0901226961498523,0.051999716308945
9,0.8,0.252199752157822,0.201311487694833,0.0529578073902733,0.0337499915688829,0.0842545359662152,0.0547180745973637
10,0.9,0.265160319806303,0.216560885299162,0.0490223603176959,0.0342168796977501,0.089423591285809,0.0647895566084283
