rho,methods,MSEf_value
0,PLS,0.171128303216052
0,PLS,0.166168379187502
0,PLS,0.668229530940003
0,PLS,0.156690059100893
0,PLS,0.350307824002427
0,PLS,0.238241425369003
0,PLS,0.290963297607584
0,PLS,0.123715339715297
0,PLS,0.241883271918756
0,PLS,0.206553329123981
0,PLS,0.232751940259311
0,PLS,0.0858665520069122
0,PLS,0.214091128348273
0,PLS,0.212873284373866
0,PLS,0.727638286739204
0,PLS,0.185630605517896
0,PLS,0.100805859930555
0,PLS,0.242203354544562
0,PLS,0.214955680829429
0,PLS,0.277319094361972
0,PLS,0.145861286400243
0,PLS,0.168043859714547
0,PLS,0.147656015097842
0,PLS,0.172951933183088
0,PLS,0.132163203068115
0,PLS,0.0797258885137057
0,PLS,0.325591652575436
0,PLS,0.142942558988977
0,PLS,0.153093617378273
0,PLS,0.150883783862012
0,PLS,0.198175982045014
0,PLS,0.314323720800624
0,PLS,0.102424423895077
0,PLS,0.133828459294806
0,PLS,0.896293186394534
0,PLS,0.140909217026767
0,PLS,0.227391255246991
0,PLS,0.14689507305706
0,PLS,0.257844433651983
0,PLS,0.173195043844974
0,PLS,0.153942002733333
0,PLS,0.290638859656062
0,PLS,0.179169836348631
0,PLS,0.113229703027864
0,PLS,0.407958978332919
0,PLS,0.113539681851825
0,PLS,0.259845367325831
0,PLS,0.150890629697004
0,PLS,0.285686277808211
0,PLS,0.546538263491006
0,PLS,0.105337266854158
0,PLS,0.411069956584223
0,PLS,0.163316197265935
0,PLS,0.172073567570923
0,PLS,0.0879078668732617
0,PLS,0.101244215345882
0,PLS,0.140721136421611
0,PLS,0.0953502284276999
0,PLS,0.101259981289555
0,PLS,0.180473305377534
0,PLS,0.112340898028855
0,PLS,0.13034450952054
0,PLS,0.174341210354396
0,PLS,0.144605705482861
0,PLS,0.183268180618774
0,PLS,0.205676823521256
0,PLS,0.214579699402634
0,PLS,0.162662663723416
0,PLS,0.226838111505298
0,PLS,0.144025329223113
0,PLS,0.21839445513849
0,PLS,0.288002825936585
0,PLS,0.418862196545598
0,PLS,0.117223127680631
0,PLS,0.143958142480953
0,PLS,0.218530536225002
0,PLS,0.252881689340546
0,PLS,0.116533371507539
0,PLS,0.37988211815045
0,PLS,0.206799051257093
0,PLS,0.199197395587848
0,PLS,0.109040022553969
0,PLS,0.137902061393567
0,PLS,0.511032476389741
0,PLS,0.139810625147364
0,PLS,0.168938373283572
0,PLS,0.17282623460139
0,PLS,0.3438274237672
0,PLS,0.153430762515312
0,PLS,0.202277131382826
0,PLS,0.129489076984088
0,PLS,0.317269993917934
0,PLS,0.138148459065707
0,PLS,0.0939151176034257
0,PLS,0.213403000114794
0,PLS,0.124870736943029
0,PLS,0.397555998920581
0,PLS,0.159873355170866
0,PLS,0.185681418517388
0,PLS,0.333051908721069
0,PLS,0.220905416133712
0,PLS,0.120767786101398
0,PLS,0.176864867265788
0,PLS,0.157409180155225
0,PLS,0.0633540180920625
0,PLS,0.091707793694049
0,PLS,0.233447328887771
0,PLS,0.135584757296061
0,PLS,0.128972150311229
0,PLS,0.151351863209994
0,PLS,0.177157158397514
0,PLS,0.16168950985349
0,PLS,0.0992153732425796
0,PLS,0.203680224543286
0,PLS,0.18718178490422
0,PLS,0.200193464904338
0,PLS,1.04225333650407
0,PLS,0.121500575892613
0,PLS,0.231601100928618
0,PLS,0.145418619882993
0,PLS,0.113423025799165
0,PLS,0.422818615701621
0,PLS,0.27100979118705
0,PLS,0.154826351311239
0,PLS,0.207648793955748
0,PLS,0.0933329079465023
0,PLS,0.20304426285591
0,PLS,0.201415135753561
0,PLS,0.87722945914538
0,PLS,0.116816174272854
0,PLS,0.119374117270769
0,PLS,0.234531937379437
0,PLS,0.381430833253913
0,PLS,0.202591044698432
0,PLS,0.218388235198695
0,PLS,0.188488176290318
0,PLS,0.157724378410512
0,PLS,0.172181851962442
0,PLS,0.124629301326988
0,PLS,0.162132580167032
0,PLS,0.181120113921627
0,PLS,0.208423861613531
0,PLS,0.117096674958662
0,PLS,0.0703681647647666
0,PLS,0.097205224242828
0,PLS,0.228721997763209
0,PLS,0.0961311503133547
0,PLS,0.150563488604182
0,PLS,0.0911286779635694
0,PLS,0.0829460176436391
0,PLS,0.132463139379449
0,PLS,0.221082884971458
0,PLS,0.138631044021342
0,PLS,0.353597418334038
0,PLS,0.329884065809349
0,PLS,0.135376955267053
0,PLS,0.221431915617597
0,PLS,0.510305468483678
0,PLS,0.464533608091915
0,PLS,0.148148594297504
0,PLS,0.138359962178038
0,PLS,0.0944447454693647
0,PLS,0.159296325121736
0,PLS,0.70953607251742
0,PLS,0.336654916742438
0,PLS,0.978280752918234
0,PLS,0.115118798754883
0,PLS,0.18058704162946
0,PLS,0.103012089340727
0,PLS,0.232060177354865
0,PLS,0.19909178022644
0,PLS,0.192111104595618
0,PLS,0.195824060332196
0,PLS,0.10130286063076
0,PLS,0.196206836470258
0,PLS,0.221195563140262
0,PLS,0.149182586250275
0,PLS,0.593689112794825
0,PLS,0.124675054896605
0,PLS,0.316624404291741
0,PLS,0.209944436023633
0,PLS,0.160235251803702
0,PLS,0.147421361871962
0,PLS,0.81224931810265
0,PLS,0.262013376405038
0,PLS,0.572303815867108
0,PLS,0.29524470268459
0,PLS,0.220580925346852
0,PLS,0.113477082717021
0,PLS,0.142528984420042
0,PLS,0.338877703141027
0,PLS,1.08194701016731
0,PLS,0.296393276267383
0,PLS,0.318723796420465
0,PLS,0.0695882061148842
0,PLS,0.302222059976034
0,PLS,0.103101831059112
0,PLS,0.215324593984942
0,PLS,0.607214051503302
0,PLS,0.126248337742501
0,fTS,0.171131540893393
0,fTS,0.165851064254761
0,fTS,0.668616220045362
0,fTS,0.156141023100139
0,fTS,0.350229653881534
0,fTS,0.238352966866947
0,fTS,0.29069902654776
0,fTS,0.124444448717374
0,fTS,0.241979877824732
0,fTS,0.206538299001719
0,fTS,0.239390724952201
0,fTS,0.0859079140473581
0,fTS,0.214091128348273
0,fTS,0.213790345246595
0,fTS,0.727640583092521
0,fTS,0.185497982926817
0,fTS,0.100805859930555
0,fTS,0.242203354544562
0,fTS,0.213972614608939
0,fTS,0.275876184738785
0,fTS,0.146044437815297
0,fTS,0.168116052123145
0,fTS,0.147599930070737
0,fTS,0.172470566362829
0,fTS,0.134352448916204
0,fTS,0.0798045337500123
0,fTS,0.325591652575436
0,fTS,0.142942558988977
0,fTS,0.152775137011484
0,fTS,0.150794964320274
0,fTS,0.199169249071527
0,fTS,0.313887270534002
0,fTS,0.102097882668605
0,fTS,0.133672900488577
0,fTS,0.895995006602114
0,fTS,0.140909217026767
0,fTS,0.227391255246991
0,fTS,0.146931892861586
0,fTS,0.260896547414095
0,fTS,0.172005096865461
0,fTS,0.153526080539731
0,fTS,0.290638859656062
0,fTS,0.179171317192803
0,fTS,0.113694168280138
0,fTS,0.407248750344028
0,fTS,0.113539681851825
0,fTS,0.261599166383232
0,fTS,0.150890629697004
0,fTS,0.285677608781589
0,fTS,0.545955553030194
0,fTS,0.105337266854158
0,fTS,0.410826825697618
0,fTS,0.163316197265935
0,fTS,0.172073567570923
0,fTS,0.0879078668732617
0,fTS,0.101312087992433
0,fTS,0.140841223147981
0,fTS,0.0953113358852497
0,fTS,0.100618413926402
0,fTS,0.180081030443244
0,fTS,0.114900110320562
0,fTS,0.137467226004474
0,fTS,0.173356802140459
0,fTS,0.144605705482861
0,fTS,0.183251168527699
0,fTS,0.205946155688053
0,fTS,0.214829960553311
0,fTS,0.161907607780496
0,fTS,0.227910145895594
0,fTS,0.144025329223113
0,fTS,0.21839445513849
0,fTS,0.288078107452577
0,fTS,0.408125247815842
0,fTS,0.117223127680631
0,fTS,0.148269705576468
0,fTS,0.21580796805747
0,fTS,0.254384552693562
0,fTS,0.116521331540344
0,fTS,0.380347624746658
0,fTS,0.206750189080072
0,fTS,0.202410235777564
0,fTS,0.109072032835728
0,fTS,0.138032794867051
0,fTS,0.511290723852685
0,fTS,0.139806756519511
0,fTS,0.169895410973977
0,fTS,0.172958857718811
0,fTS,0.343895174075515
0,fTS,0.153430762515312
0,fTS,0.200879031885575
0,fTS,0.129496125539934
0,fTS,0.315735505144666
0,fTS,0.135509780054165
0,fTS,0.0938959799931048
0,fTS,0.213093378630386
0,fTS,0.124870736943029
0,fTS,0.397555998920581
0,fTS,0.159031467126154
0,fTS,0.185661101088781
0,fTS,0.332544787565198
0,fTS,0.220905416133712
0,fTS,0.120633331699669
0,fTS,0.180799320601741
0,fTS,0.157403773537351
0,fTS,0.066013284397707
0,fTS,0.0917303904984327
0,fTS,0.233798975189436
0,fTS,0.135614578623864
0,fTS,0.132060453769252
0,fTS,0.154998318906522
0,fTS,0.177157158397514
0,fTS,0.161166937630208
0,fTS,0.100023955108473
0,fTS,0.203681286145258
0,fTS,0.188079933847011
0,fTS,0.200193464904338
0,fTS,1.042287393832
0,fTS,0.121500561223552
0,fTS,0.231616221886193
0,fTS,0.14483042789247
0,fTS,0.113423025799165
0,fTS,0.422809332382308
0,fTS,0.270891884037558
0,fTS,0.155385417792546
0,fTS,0.207648793955748
0,fTS,0.0948947037980983
0,fTS,0.203293215822928
0,fTS,0.200933435516274
0,fTS,0.877547137859181
0,fTS,0.116653864864565
0,fTS,0.119548544968658
0,fTS,0.234446325124419
0,fTS,0.38090909379888
0,fTS,0.19937088814452
0,fTS,0.218176995294009
0,fTS,0.188488964843841
0,fTS,0.155964167442533
0,fTS,0.171880442640463
0,fTS,0.124650009998104
0,fTS,0.162132580167032
0,fTS,0.178710521251899
0,fTS,0.208304018641336
0,fTS,0.117352362334759
0,fTS,0.0704672551804585
0,fTS,0.0966723357849466
0,fTS,0.228975666634817
0,fTS,0.0958604506219087
0,fTS,0.150563488604182
0,fTS,0.0911286779635694
0,fTS,0.0829203093548295
0,fTS,0.132571141213222
0,fTS,0.22153749055757
0,fTS,0.139135744450342
0,fTS,0.353630619264438
0,fTS,0.329770325340125
0,fTS,0.1439320358566
0,fTS,0.22148342667142
0,fTS,0.510079426978779
0,fTS,0.464533608091915
0,fTS,0.148147960013633
0,fTS,0.138359962178038
0,fTS,0.0944491743798422
0,fTS,0.158484837344832
0,fTS,0.709268544168962
0,fTS,0.336266449917323
0,fTS,0.978222659040276
0,fTS,0.119533178926563
0,fTS,0.181617744457348
0,fTS,0.103009660295761
0,fTS,0.231718676923683
0,fTS,0.200037358191564
0,fTS,0.192111104595618
0,fTS,0.194203516102648
0,fTS,0.096534356271964
0,fTS,0.196206836470258
0,fTS,0.220855261891274
0,fTS,0.149096722961675
0,fTS,0.593675647230611
0,fTS,0.124709451337717
0,fTS,0.317329953754631
0,fTS,0.208527343030134
0,fTS,0.160235251803702
0,fTS,0.147176919466834
0,fTS,0.812207005531021
0,fTS,0.262167071123211
0,fTS,0.56952372248621
0,fTS,0.29524470268459
0,fTS,0.219142232519694
0,fTS,0.113397588587401
0,fTS,0.144132048544973
0,fTS,0.338881949759099
0,fTS,1.08488666755839
0,fTS,0.296173264226477
0,fTS,0.327112862834272
0,fTS,0.0674508586178408
0,fTS,0.301694242560462
0,fTS,0.102639381256509
0,fTS,0.21451755468872
0,fTS,0.607276830526228
0,fTS,0.126322333024427
0,LS_oracle,0.171130977362766
0,LS_oracle,0.174417627543004
0,LS_oracle,0.671121655392432
0,LS_oracle,0.156968635445447
0,LS_oracle,0.352180210067327
0,LS_oracle,0.238439148905995
0,LS_oracle,0.284017837276468
0,LS_oracle,0.121713063920589
0,LS_oracle,0.24260907192687
0,LS_oracle,0.205838052549871
0,LS_oracle,0.227787646919909
0,LS_oracle,0.08627846293498
0,LS_oracle,0.212047617754547
0,LS_oracle,0.214148694126196
0,LS_oracle,0.726143538295068
0,LS_oracle,0.182810961542639
0,LS_oracle,0.102744846330823
0,LS_oracle,0.252608821672233
0,LS_oracle,0.215241056642425
0,LS_oracle,0.277361568968297
0,LS_oracle,0.147314296696122
0,LS_oracle,0.167881402042535
0,LS_oracle,0.141723498317515
0,LS_oracle,0.172426591706829
0,LS_oracle,0.131273653367639
0,LS_oracle,0.0804759686919457
0,LS_oracle,0.327453115763474
0,LS_oracle,0.144631334253727
0,LS_oracle,0.150582233601956
0,LS_oracle,0.152482654419062
0,LS_oracle,0.197188776121546
0,LS_oracle,0.314021350989236
0,LS_oracle,0.0991162402282826
0,LS_oracle,0.127096331717133
0,LS_oracle,0.89689313409926
0,LS_oracle,0.141887854615004
0,LS_oracle,0.227860629308806
0,LS_oracle,0.146029894479062
0,LS_oracle,0.257933776768956
0,LS_oracle,0.16990580927876
0,LS_oracle,0.153475030318929
0,LS_oracle,0.291163955255367
0,LS_oracle,0.183020789252985
0,LS_oracle,0.114377450493566
0,LS_oracle,0.406387953116658
0,LS_oracle,0.113745773135221
0,LS_oracle,0.259911448635549
0,LS_oracle,0.1511420034696
0,LS_oracle,0.282521440811596
0,LS_oracle,0.546438755595504
0,LS_oracle,0.10573450734167
0,LS_oracle,0.413247397500599
0,LS_oracle,0.162490261767563
0,LS_oracle,0.172096338616601
0,LS_oracle,0.0890569065671053
0,LS_oracle,0.101134390116726
0,LS_oracle,0.139963572371525
0,LS_oracle,0.0950361477519575
0,LS_oracle,0.100306309967597
0,LS_oracle,0.17498231804597
0,LS_oracle,0.111705326620378
0,LS_oracle,0.131962772737016
0,LS_oracle,0.173699482463589
0,LS_oracle,0.143598729819877
0,LS_oracle,0.186049448236145
0,LS_oracle,0.19909494547495
0,LS_oracle,0.219403835374572
0,LS_oracle,0.160802869693443
0,LS_oracle,0.226599672211471
0,LS_oracle,0.143728608118154
0,LS_oracle,0.218040397486721
0,LS_oracle,0.288819602735179
0,LS_oracle,0.426437967222668
0,LS_oracle,0.117305626662583
0,LS_oracle,0.142087314167821
0,LS_oracle,0.218884458421108
0,LS_oracle,0.254238864764558
0,LS_oracle,0.116990849545348
0,LS_oracle,0.379813048847999
0,LS_oracle,0.204775519856385
0,LS_oracle,0.199122868174951
0,LS_oracle,0.109324003842939
0,LS_oracle,0.137732667211352
0,LS_oracle,0.509007626112524
0,LS_oracle,0.139844463563795
0,LS_oracle,0.165832035210954
0,LS_oracle,0.174865895587364
0,LS_oracle,0.347679933036249
0,LS_oracle,0.151497398269389
0,LS_oracle,0.206672100583763
0,LS_oracle,0.126331108932027
0,LS_oracle,0.334363843667607
0,LS_oracle,0.141063203452191
0,LS_oracle,0.094508508517655
0,LS_oracle,0.210223039015279
0,LS_oracle,0.119137519672613
0,LS_oracle,0.396233668654008
0,LS_oracle,0.159848663689682
0,LS_oracle,0.183979501006563
0,LS_oracle,0.330435840807468
0,LS_oracle,0.218134233745426
0,LS_oracle,0.119631491564029
0,LS_oracle,0.169212884479527
0,LS_oracle,0.157560049909278
0,LS_oracle,0.0612244119894765
0,LS_oracle,0.0925927666391537
0,LS_oracle,0.232896098914758
0,LS_oracle,0.13694805711031
0,LS_oracle,0.129740337347534
0,LS_oracle,0.149137953614133
0,LS_oracle,0.175341822164916
0,LS_oracle,0.15889499207247
0,LS_oracle,0.100197629739505
0,LS_oracle,0.203462103347395
0,LS_oracle,0.181607278093515
0,LS_oracle,0.207906843862152
0,LS_oracle,1.04444388205168
0,LS_oracle,0.121011590707066
0,LS_oracle,0.232175864347141
0,LS_oracle,0.146004354624951
0,LS_oracle,0.111319090411278
0,LS_oracle,0.426262738200832
0,LS_oracle,0.270252298814926
0,LS_oracle,0.149770503015683
0,LS_oracle,0.207443315935357
0,LS_oracle,0.0908535574028955
0,LS_oracle,0.206242564160973
0,LS_oracle,0.19847738495826
0,LS_oracle,0.87791609584273
0,LS_oracle,0.117401797511199
0,LS_oracle,0.119379149002899
0,LS_oracle,0.23437062923522
0,LS_oracle,0.38172459449684
0,LS_oracle,0.204119446434431
0,LS_oracle,0.219211088163756
0,LS_oracle,0.182365419104293
0,LS_oracle,0.156811182916639
0,LS_oracle,0.173686517190443
