,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.229925008003505,0.176050145057679,0.0454188413126985,0.0289023394966474,0.0854142444481099,0.0366789080186855
2,0.1,0.201275285487202,0.107118198267414,0.0461500327970256,0.0274487447773459,0.0857045923838127,0.0338884068989084
3,0.2,0.222257428385475,0.162489596168022,0.0509411835189162,0.0357612287940527,0.0909969145182234,0.0359624939557785
4,0.3,0.226361880603002,0.176302574396182,0.0469044426227259,0.0287305152380393,0.0869370969020594,0.0385932162891246
5,0.4,0.216658135104087,0.174928604489916,0.0397121451540788,0.0258888400346533,0.0839687457379682,0.0423648615525977
6,0.5,0.230496772312168,0.184712634992988,0.0354773615205725,0.0215008852534862,0.0861622360531863,0.0450876452501248
7,0.6,0.225178575888626,0.200724518366815,0.0299020461469647,0.0214349262598718,0.0778528158203689,0.0460330709214447
8,0.7,0.251613118891398,0.230873051440203,0.0246578718604098,0.0161622696850065,0.0797231104712187,0.0504312349440859
9,0.8,0.241950692497542,0.222223031064984,0.0192084890128897,0.011858072835624,0.074537375656203,0.0527144168981532
10,0.9,0.246143587152367,0.256016705342875,0.0117346851807243,0.00906818095461275,0.0756488570698093,0.0632381515051893
