rho,methods,PE_value
0,PLS,0.0661262866541918
0,PLS,0.087810100823932
0,PLS,0.115085443113132
0,PLS,0.109778963141203
0,PLS,0.0600723015756741
0,PLS,0.0610914604429305
0,PLS,0.0759642071925644
0,PLS,0.10596920538206
0,PLS,0.147949645076776
0,PLS,0.0825353577421517
0,PLS,0.122126317294708
0,PLS,0.0311094243562606
0,PLS,0.0877767923773389
0,PLS,0.079501129943264
0,PLS,0.15508834428023
0,PLS,0.0618083877542011
0,PLS,0.0381465099761484
0,PLS,0.130637052076965
0,PLS,0.06615396987245
0,PLS,0.103187027430834
0,PLS,0.0716116608355497
0,PLS,0.0765672323480779
0,PLS,0.0938028627446841
0,PLS,0.0827003422925994
0,PLS,0.01620719867235
0,PLS,0.0197945426784067
0,PLS,0.0773095917160904
0,PLS,0.0563902974975308
0,PLS,0.0335356138964187
0,PLS,0.0730609601460146
0,PLS,0.0810016669780638
0,PLS,0.0937362293077248
0,PLS,0.0604746643030634
0,PLS,0.127137627008205
0,PLS,0.166521634235142
0,PLS,0.079304600821839
0,PLS,0.077240040068844
0,PLS,0.0793684768700924
0,PLS,0.0798853743846242
0,PLS,0.118702146715857
0,PLS,0.123724575415521
0,PLS,0.0564172515205221
0,PLS,0.0355122091725844
0,PLS,0.102289504832141
0,PLS,0.10623125864699
0,PLS,0.119241528472588
0,PLS,0.132719930627016
0,PLS,0.0631542566913981
0,PLS,0.0818843729813361
0,PLS,0.125435267597031
0,PLS,0.0600090729595657
0,PLS,0.0933597845709295
0,PLS,0.0407952614996905
0,PLS,0.0533995820950031
0,PLS,0.0534054429054067
0,PLS,0.0814256160402136
0,PLS,0.169748292071642
0,PLS,0.0419375590394395
0,PLS,0.139193281779227
0,PLS,0.0866000663527924
0,PLS,0.10991710063409
0,PLS,0.10079928641886
0,PLS,0.112504889045737
0,PLS,0.06519063396513
0,PLS,0.109248941565152
0,PLS,0.144669835038562
0,PLS,0.0581732986375394
0,PLS,0.118899667373616
0,PLS,0.080320944955766
0,PLS,0.0489424088938293
0,PLS,0.0959645308180659
0,PLS,0.152480695833226
0,PLS,0.123661194927327
0,PLS,0.0465508446432239
0,PLS,0.0545446993109171
0,PLS,0.0536669644696606
0,PLS,0.0349401979693966
0,PLS,0.0420380815819281
0,PLS,0.0142544619566749
0,PLS,0.0853102697808088
0,PLS,0.135892229211251
0,PLS,0.0673797471511988
0,PLS,0.105898921286381
0,PLS,0.109386915661822
0,PLS,0.0960861319098489
0,PLS,0.0388320041698853
0,PLS,0.0827323208711752
0,PLS,0.0949391289350809
0,PLS,0.102284728534163
0,PLS,0.0899255892081132
0,PLS,0.0361113799966528
0,PLS,0.079947242028324
0,PLS,0.0787837689124857
0,PLS,0.0454328512916831
0,PLS,0.150837538033731
0,PLS,0.118276799136395
0,PLS,0.0876103747763783
0,PLS,0.127175876116107
0,PLS,0.0259224361593648
0,PLS,0.0460957684728438
0,PLS,0.0298230529328354
0,PLS,0.0829118974538723
0,PLS,0.0377902551059839
0,PLS,0.0471105445096696
0,PLS,0.0427149298172638
0,PLS,0.100704169545789
0,PLS,0.116535956005534
