,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.945232558139535,0.230405340048409,0.173335923298079,0.0532073305359747,0.0327163631829573,0.0869367745237167,0.0372795326730018
2,0.1,1,1,1,0.947558139534884,0.209344713161803,0.149412528756074,0.0523409722509386,0.027942952722775,0.0874758452350858,0.035227343686492
3,0.2,1,1,1,0.94906976744186,0.223586157319595,0.162988699757325,0.0565130680442443,0.0342094259662224,0.0922138312582373,0.0358380096189862
4,0.3,1,0.9996875,1,0.953372093023256,0.225019537724534,0.174075631637763,0.0552010492015096,0.0335556051762871,0.0884664321183349,0.0393596343868503
5,0.4,1,1,1,0.956744186046512,0.212635169385805,0.163628349052985,0.0453065648984972,0.0272587844203618,0.0846629112825776,0.0421858538815285
6,0.5,1,1,1,0.952209302325581,0.234176809246242,0.187720061055127,0.0425961571887942,0.0258409962518077,0.087941975672479,0.0451478771559621
7,0.6,1,1,1,0.961162790697674,0.223975752147339,0.196538321417933,0.0343286333021325,0.0238728332111065,0.0785058871952947,0.0458954585428566
8,0.7,1,0.9996875,1,0.959186046511628,0.252922589618365,0.230664056926879,0.0286410242276339,0.0181141995421261,0.080717061633046,0.0504239711374478
9,0.8,1,1,1,0.964302325581395,0.239898033147181,0.219768284738574,0.0219131879381082,0.0137675282228816,0.0751195078122928,0.0527247558409957
10,0.9,1,1,1,0.966279069767442,0.241330948920423,0.242939108434812,0.0135559791456955,0.0104630362039958,0.075644415766968,0.0632187716397128
