,rho,PSRf,NSRf,PSRs,NSRs,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,1,1,1,0.942674418604651,0.230275223995349,0.173410654252352,0.0526093849539091,0.0297942788783335,0.0868469364864813,0.0371616403275137
2,0.1,1,1,1,0.947325581395349,0.209821036289505,0.14981567554573,0.0528552137095812,0.0288222587255094,0.0877314384199613,0.0352824933588638
3,0.2,1,1,1,0.946279069767442,0.226289731292372,0.163945639331703,0.0598175720438581,0.0362680384127259,0.093385005889691,0.0362803985519961
4,0.3,1,0.9996875,1,0.949186046511628,0.227683443293628,0.171696179025458,0.060953293660358,0.032910393999788,0.0904838437745654,0.0392681799337235
5,0.4,1,1,1,0.95046511627907,0.218244383792686,0.164045352883203,0.0565907059261212,0.0336042673013076,0.0875164984086729,0.0429577590174491
6,0.5,1,1,1,0.947674418604651,0.241794078079385,0.186373863980656,0.0585204442049011,0.0326451573302304,0.0930208272407671,0.0462127958695511
7,0.6,1,0.999375,1,0.947906976744186,0.248627588747941,0.204645004292405,0.0567192699510549,0.0367932158279613,0.0874121744198412,0.0476435044597082
8,0.7,1,1,1,0.952209302325581,0.27507991780605,0.235734899015766,0.0534101087272013,0.0302376462509732,0.0908213045159961,0.0523812266826505
9,0.8,1,1,1,0.949186046511628,0.244923728993635,0.188848702920435,0.0585751017018792,0.0385554931977044,0.08473343698305,0.0543956654310105
10,0.9,1,1,1,0.953720930232558,0.259835177528861,0.207071599050217,0.0573078564648903,0.0452232165498882,0.0902126832973411,0.0636639553481124
