,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.211262623055999,0.145076118461483,0.0527225725064079,0.0277174308239827,0.0890851241971604,0.0343319773057941
2,0.1,0.215173641980337,0.143470192983297,0.048610042263765,0.0293798176255686,0.0886118980261631,0.0328072053363738
3,0.2,0.212510826397506,0.125446600240978,0.047105341048108,0.0276216794022775,0.0847682529969911,0.033836992044969
4,0.3,0.237370944979471,0.187482152798888,0.0516191853265797,0.0333801424112227,0.0909519992076352,0.0433733226198225
5,0.4,0.235941186719074,0.182805568060377,0.0541956970007051,0.0309206915329985,0.0871894208268515,0.0399844328341013
6,0.5,0.220917239103007,0.161151845487202,0.0543492431370929,0.0349592863744257,0.082424900667224,0.0470015943586638
7,0.6,0.23991152129621,0.221881160356835,0.0497890606998677,0.0346153702174505,0.0853702512806163,0.0535857901697714
8,0.7,0.29709081460395,0.262002890434345,0.0490017808614297,0.0309978424720585,0.0905283778160101,0.0583620346446095
9,0.8,0.249189368659796,0.212713240428345,0.0514069176183993,0.0331950308350465,0.089251837958778,0.0522078834050399
10,0.9,0.257568733096288,0.233890654137265,0.0545706487506974,0.0355052033096739,0.0958240171672023,0.0632810712328554
