rho,methods,MSEf_value
0,PLS,0.0973670795349842
0,PLS,0.0936802383401869
0,PLS,0.502992670592405
0,PLS,0.10940557554585
0,PLS,0.152517846617009
0,PLS,0.206257588581959
0,PLS,0.154594823684053
0,PLS,0.170702633531825
0,PLS,0.169982270264208
0,PLS,0.279785998392131
0,PLS,0.121599073935506
0,PLS,0.161339094429006
0,PLS,0.113316054826316
0,PLS,0.246469718190933
0,PLS,0.146921912671558
0,PLS,0.126226881870107
0,PLS,0.215017324718163
0,PLS,0.165516899527133
0,PLS,0.125492418129091
0,PLS,0.407396686618024
0,PLS,0.105713427812885
0,PLS,0.218645837046682
0,PLS,0.17646765315543
0,PLS,0.179145571828074
0,PLS,0.119698468942352
0,PLS,0.125402814536828
0,PLS,0.132031772562762
0,PLS,0.11564661681992
0,PLS,0.175721553322819
0,PLS,0.178480040333846
0,PLS,0.13102016234142
0,PLS,0.109914478267011
0,PLS,0.197907350130524
0,PLS,0.119084745146674
0,PLS,0.131288038819553
0,PLS,0.232385059715782
0,PLS,0.127266604941268
0,PLS,0.091871002437499
0,PLS,0.0806881616651172
0,PLS,0.15052993987241
0,PLS,0.094245434429743
0,PLS,0.179449210270307
0,PLS,0.0633621546250165
0,PLS,0.296336196416731
0,PLS,0.172468037221312
0,PLS,0.19595667490516
0,PLS,0.340339781018246
0,PLS,0.20394469140632
0,PLS,0.399386643426201
0,PLS,0.223202053296578
0,PLS,0.161211348153052
0,PLS,0.111728577194767
0,PLS,0.308209129705157
0,PLS,0.115371776570889
0,PLS,0.133238255263753
0,PLS,0.15414533170183
0,PLS,0.210664286969295
0,PLS,0.810328676158506
0,PLS,0.108365612552604
0,PLS,0.121824303280254
0,PLS,0.0846810820676893
0,PLS,0.0934629987783068
0,PLS,0.149659900648855
0,PLS,0.199433128036601
0,PLS,0.329604438556047
0,PLS,0.868390070575666
0,PLS,0.248881117301551
0,PLS,0.209732551801147
0,PLS,0.318993620591664
0,PLS,0.215951821407846
0,PLS,0.156289195718531
0,PLS,0.173393525282677
0,PLS,0.170072193349561
0,PLS,0.349779362704302
0,PLS,0.141567679849207
0,PLS,0.424683800649125
0,PLS,0.110741958208938
0,PLS,0.188027777880368
0,PLS,0.0768901388210257
0,PLS,0.188560760048824
0,PLS,0.138234884276065
0,PLS,0.607881846785805
0,PLS,0.217961904711685
0,PLS,0.138605534730677
0,PLS,0.173544084793969
0,PLS,0.206413516013492
0,PLS,0.126689201447546
0,PLS,0.270257624133617
0,PLS,0.113965984839325
0,PLS,0.132941234674703
0,PLS,0.174214960973766
0,PLS,0.157773150909892
0,PLS,0.235437062001727
0,PLS,0.171047469099159
0,PLS,0.531992902088495
0,PLS,0.106391107431912
0,PLS,0.225079378577563
0,PLS,0.194357836411356
0,PLS,0.454768714556347
0,PLS,0.488024482944279
0,PLS,0.261883632088897
0,PLS,0.14666607617991
0,PLS,0.134725546241056
0,PLS,0.248352981164604
0,PLS,0.174032897337554
0,PLS,0.0955281425419826
0,PLS,0.645010917939346
0,PLS,0.193404246528921
0,PLS,0.162882670274549
0,PLS,0.261956084032398
0,PLS,0.52768977959162
0,PLS,0.414066572368917
0,PLS,0.146698331576585
0,PLS,0.259960363614994
0,PLS,0.136025910771187
0,PLS,0.318946523740013
0,PLS,0.173581678560949
0,PLS,0.416247746158602
0,PLS,0.214151134755443
0,PLS,0.0908799560046765
0,PLS,0.424583843769333
0,PLS,0.119449022628172
0,PLS,0.0886841935652427
0,PLS,0.110818545214479
0,PLS,0.0919860136688472
0,PLS,0.106394823339258
0,PLS,0.954552745554529
0,PLS,0.206399172831653
0,PLS,0.117983263669186
0,PLS,0.105554683076304
0,PLS,0.231722687234608
0,PLS,0.13670918882462
0,PLS,0.199804911383651
0,PLS,0.216611647071475
0,PLS,0.206910382572458
0,PLS,0.200610810982855
0,PLS,0.153223011678156
0,PLS,0.115016966505713
0,PLS,0.129211055337794
0,PLS,0.208908217130833
0,PLS,0.280851612695673
0,PLS,0.149147628364182
0,PLS,0.619988783454403
0,PLS,0.199409982993574
0,PLS,0.16059618602142
0,PLS,0.155195933450404
0,PLS,0.663624259262323
0,PLS,0.104142940710976
0,PLS,0.227848093422003
0,PLS,0.141254991036302
0,PLS,0.156601727422933
0,PLS,0.233109550806552
0,PLS,0.148719549608112
0,PLS,0.151200946849454
0,PLS,0.202465856242898
0,PLS,0.146595215578496
0,PLS,0.161916136322743
0,PLS,0.344903825494644
0,PLS,0.201431367496204
0,PLS,0.145987856292427
0,PLS,0.145399551484816
0,PLS,0.116976763886058
0,PLS,0.205081031677351
0,PLS,0.180083940267879
0,PLS,0.144423089407691
0,PLS,0.173635793632891
0,PLS,0.1732235876696
0,PLS,0.140965339862645
0,PLS,0.17007535051518
0,PLS,0.142302291126565
0,PLS,0.203855286464081
0,PLS,0.351091223633283
0,PLS,0.135359665275474
0,PLS,0.0859997274788033
0,PLS,0.138789967546583
0,PLS,0.131125425837604
0,PLS,0.151455199517229
0,PLS,0.159433549052432
0,PLS,0.15368146335419
0,PLS,0.268298734899818
0,PLS,0.136287589512185
0,PLS,0.0961486817507188
0,PLS,0.0998828776943258
0,PLS,0.391842952512042
0,PLS,0.140923842128972
0,PLS,0.0790753273758871
0,PLS,0.132699538838755
0,PLS,0.119308786924091
0,PLS,0.212013073187685
0,PLS,0.207798610078322
0,PLS,0.203250261381943
0,PLS,0.358160032671478
0,PLS,0.148966324538205
0,PLS,0.144857062398705
0,PLS,0.667394715168117
0,PLS,0.238116598766332
0,PLS,0.268354513779433
0,PLS,0.0711168365651065
0,PLS,0.304625051282523
0,PLS,0.128722526054945
0,fTS,0.0966600898672532
0,fTS,0.0930583500094843
0,fTS,0.502992670592405
0,fTS,0.108158435205421
0,fTS,0.152576799612694
0,fTS,0.206257588581959
0,fTS,0.154603998416063
0,fTS,0.170493554259438
0,fTS,0.181483134660117
0,fTS,0.279785998392131
0,fTS,0.118763157744193
0,fTS,0.159541464644417
0,fTS,0.112065005249082
0,fTS,0.245582564342545
0,fTS,0.147399937851301
0,fTS,0.126167385212057
0,fTS,0.215017324718163
0,fTS,0.165118170711264
0,fTS,0.125798123666351
0,fTS,0.40564453971944
0,fTS,0.105357872412396
0,fTS,0.219539971929556
0,fTS,0.176457675031648
0,fTS,0.185302060535047
0,fTS,0.119616658234996
0,fTS,0.125031974143036
0,fTS,0.132452301516845
0,fTS,0.115462269125168
0,fTS,0.175722078334951
0,fTS,0.177915589033914
0,fTS,0.134536975368554
0,fTS,0.107465172297582
0,fTS,0.198852864484072
0,fTS,0.119082474919806
0,fTS,0.131212333212251
0,fTS,0.232268984171533
0,fTS,0.127299962587934
0,fTS,0.0916867316750031
0,fTS,0.0814801150262727
0,fTS,0.15052993987241
0,fTS,0.0946145447612229
0,fTS,0.179497827404515
0,fTS,0.0633621546250165
0,fTS,0.296336196416731
0,fTS,0.172468037221312
0,fTS,0.196363897814022
0,fTS,0.340325502065969
0,fTS,0.202814534781236
0,fTS,0.399386643426201
0,fTS,0.223203716216187
0,fTS,0.16181514010709
0,fTS,0.111727823645866
0,fTS,0.297245469677699
0,fTS,0.112613130970087
0,fTS,0.138736176755594
0,fTS,0.154145601864887
0,fTS,0.210664286969295
0,fTS,0.811650056970303
0,fTS,0.109754304712119
0,fTS,0.121824303280254
0,fTS,0.0842824448159737
0,fTS,0.0929026173886065
0,fTS,0.149712593781648
0,fTS,0.199433128036601
0,fTS,0.329662293341066
0,fTS,0.868416328049783
0,fTS,0.248239098717934
0,fTS,0.209737655581642
0,fTS,0.319310778958289
0,fTS,0.216569075149362
0,fTS,0.156379765504635
0,fTS,0.174428207411229
0,fTS,0.170094189507491
0,fTS,0.349805610749938
0,fTS,0.142139346636446
0,fTS,0.424683800649125
0,fTS,0.110555342449169
0,fTS,0.192389811926783
0,fTS,0.0768039596331249
0,fTS,0.188560760048824
0,fTS,0.138171225181363
0,fTS,0.6078822062758
0,fTS,0.21794945412222
0,fTS,0.138605534730677
0,fTS,0.173486161289738
0,fTS,0.201902381122745
0,fTS,0.126679477192447
0,fTS,0.270257624133617
0,fTS,0.113965983388614
0,fTS,0.132980802613981
0,fTS,0.174214960973766
0,fTS,0.157773150909892
0,fTS,0.235216383775575
0,fTS,0.171047469099159
0,fTS,0.532002249594868
0,fTS,0.106465903429877
0,fTS,0.225079378577563
0,fTS,0.194364358649597
0,fTS,0.453067494870985
0,fTS,0.488836412930453
0,fTS,0.261883632088897
0,fTS,0.146904026052744
0,fTS,0.134573775048367
0,fTS,0.248352981164604
0,fTS,0.174006441654414
0,fTS,0.0955933034765263
0,fTS,0.645416848792723
0,fTS,0.193404246528921
0,fTS,0.162931157548054
0,fTS,0.261956084032398
0,fTS,0.527699760496701
0,fTS,0.414052948153522
0,fTS,0.146698331576585
0,fTS,0.259425185756419
0,fTS,0.136080312542909
0,fTS,0.318964124637186
0,fTS,0.173608927171829
0,fTS,0.410170585165748
0,fTS,0.21431032584137
0,fTS,0.091407580728385
0,fTS,0.425103078239062
0,fTS,0.118770075266754
0,fTS,0.0886906433423833
0,fTS,0.110818545214479
0,fTS,0.0919437627136415
0,fTS,0.106373084441306
0,fTS,0.957522203139065
0,fTS,0.206399172831653
0,fTS,0.116012032504145
0,fTS,0.105484976738403
0,fTS,0.231773472840015
0,fTS,0.13670918882462
0,fTS,0.197042217532061
0,fTS,0.216619573243351
0,fTS,0.206628278866471
0,fTS,0.200631409678227
0,fTS,0.153327810513404
0,fTS,0.114947255364896
0,fTS,0.12961695767391
0,fTS,0.208947607046929
0,fTS,0.283495913192939
0,fTS,0.148824493620807
0,fTS,0.613286042760528
0,fTS,0.199691474711415
0,fTS,0.160572614160614
0,fTS,0.155195933450404
0,fTS,0.663624259262323
0,fTS,0.104128992298124
0,fTS,0.228241519338481
0,fTS,0.142789660059385
0,fTS,0.164337876136085
0,fTS,0.232547912932299
0,fTS,0.14872503385311
0,fTS,0.151126007029149
0,fTS,0.201581163447159
0,fTS,0.146533748779459
0,fTS,0.161877724261573
0,fTS,0.345057802010141
0,fTS,0.201431367496204
0,fTS,0.144886933265169
0,fTS,0.145382935125298
0,fTS,0.116216293092677
0,fTS,0.205253498317897
0,fTS,0.171486256848084
0,fTS,0.144423089407691
0,fTS,0.17212520574228
0,fTS,0.173073675911259
0,fTS,0.140947030165003
0,fTS,0.172080306578424
0,fTS,0.142302291126565
0,fTS,0.181015062870841
0,fTS,0.351107808105133
0,fTS,0.136196945340318
0,fTS,0.0859997274788033
0,fTS,0.138778518903151
0,fTS,0.131125425837604
0,fTS,0.152145717761025
0,fTS,0.159433549052432
0,fTS,0.153724920758694
0,fTS,0.268302504376679
0,fTS,0.136780533169457
0,fTS,0.0961486817507189
0,fTS,0.099664475346762
0,fTS,0.394155139959148
0,fTS,0.141014483451475
0,fTS,0.0790753273758871
0,fTS,0.133579395680453
0,fTS,0.11971973238753
0,fTS,0.212013073187685
0,fTS,0.207483554802913
0,fTS,0.201731748693804
0,fTS,0.358802803814957
0,fTS,0.149365350731667
0,fTS,0.144857062398705
0,fTS,0.666477352826275
0,fTS,0.238116598766332
0,fTS,0.268210620908813
0,fTS,0.0723496864482865
0,fTS,0.304625051282523
0,fTS,0.128342115896162
0,LS_oracle,0.0960478232158756
