rho,methods,PE_value
0,PLS,0.0564193717827175
0,PLS,0.0331785379795655
0,PLS,0.042738478919617
0,PLS,0.142533871978274
0,PLS,0.116316624167653
0,PLS,0.0970525313908934
0,PLS,0.0775971514600484
0,PLS,0.0472561624439174
0,PLS,0.0580767421849688
0,PLS,0.131437998284378
0,PLS,0.0607346246050715
0,PLS,0.0525806310405488
0,PLS,0.0642255135759637
0,PLS,0.0678770091077212
0,PLS,0.0567866944268112
0,PLS,0.0313063446462896
0,PLS,0.108142395880969
0,PLS,0.0456065158228831
0,PLS,0.0743236233444382
0,PLS,0.0973576227104578
0,PLS,0.0963099291663461
0,PLS,0.119201346890093
0,PLS,0.0283932735216679
0,PLS,0.0564558442817131
0,PLS,0.0584377470957356
0,PLS,0.0956617064615146
0,PLS,0.0757088352728403
0,PLS,0.109350100496413
0,PLS,0.1394018993568
0,PLS,0.0876854181033859
0,PLS,0.14309010516723
0,PLS,0.108812446651386
0,PLS,0.0966952684354012
0,PLS,0.0904623738555159
0,PLS,0.0879635710714788
0,PLS,0.0988416090408626
0,PLS,0.0587751147047175
0,PLS,0.0508807178301283
0,PLS,0.0519800757974067
0,PLS,0.067462628709555
0,PLS,0.0545517540057565
0,PLS,0.0763162042136565
0,PLS,0.122063818030506
0,PLS,0.0812953274399513
0,PLS,0.0909862816934273
0,PLS,0.00220623171855494
0,PLS,0.0894913920085001
0,PLS,0.118355133524598
0,PLS,0.121378577616929
0,PLS,0.0327120671261878
0,PLS,0.110118023591314
0,PLS,0.0462410528066892
0,PLS,0.0256382888699653
0,PLS,0.0913640112019296
0,PLS,0.0983860974079174
0,PLS,0.109659235933298
0,PLS,0.0414979807747238
0,PLS,0.0272753938899148
0,PLS,0.079761209475369
0,PLS,0.0791958077901183
0,PLS,0.130597386125572
0,PLS,0.0517535267581606
0,PLS,0.0694838690790094
0,PLS,0.0824766803754109
0,PLS,0.0972072531316037
0,PLS,0.00647971604084652
0,PLS,0.0188883032603102
0,PLS,0.0702642836937248
0,PLS,0.0716510484361124
0,PLS,0.103157245486007
0,PLS,0.146695603112996
0,PLS,0.0792750557312221
0,PLS,0.0553283892729293
0,PLS,0.0923354148302538
0,PLS,0.129221152307501
0,PLS,0.0795821714158931
0,PLS,0.120016485847334
0,PLS,0.05532954414181
0,PLS,0.12416516401685
0,PLS,0.113478961512357
0,PLS,0.0926549933289582
0,PLS,0.0991414564223883
0,PLS,0.0530054488712666
0,PLS,0.0893349963480679
0,PLS,0.0557128056192009
0,PLS,0.0400370272959161
0,PLS,0.0465524201108101
0,PLS,0.0352616695706522
0,PLS,0.0503886710276911
0,PLS,0.0119583583057987
0,PLS,0.0649864633488861
0,PLS,0.0694724833275275
0,PLS,0.104591065562773
0,PLS,0.000335362854089194
0,PLS,0.0910307683344371
0,PLS,0.0357245015097583
0,PLS,0.0523253767749674
0,PLS,-0.00938541833705009
0,PLS,0.087802354259723
0,PLS,0.050906625835436
0,PLS,0.0266943921318075
0,PLS,0.0609315235227932
0,PLS,0.100377350994285
0,PLS,0.0920839026071558
0,PLS,0.167620753752158
0,PLS,0.0372834395017336
0,PLS,0.0899498166830957
0,PLS,0.0724291941547957
0,PLS,0.0829961716362111
0,PLS,0.0930500236029792
0,PLS,0.0585899059750585
0,PLS,0.105861494693206
0,PLS,0.0787937880676348
0,PLS,0.0627013506505321
0,PLS,0.092284142510197
0,PLS,0.0682053269200404
0,PLS,0.0672559360752827
0,PLS,0.109067506506947
0,PLS,0.0709937103846958
0,PLS,0.1021834399574
0,PLS,0.0589705804851905
0,PLS,0.0708887965864899
0,PLS,0.0841483798424267
0,PLS,0.0533858425420515
0,PLS,0.0683020380101662
0,PLS,0.114436866134837
0,PLS,0.0366730869550953
0,PLS,0.117519735938882
0,PLS,0.012350089354678
0,PLS,0.0379966698580743
0,PLS,0.0311499936755208
0,PLS,0.0376775754420453
0,PLS,0.112370797201754
0,PLS,0.0777945207249626
0,PLS,0.0231253750228864
0,PLS,0.00507660597508708
0,PLS,0.0697245928926113
0,PLS,0.111577510422762
0,PLS,0.0960059751113953
0,PLS,0.0936348990975249
0,PLS,0.1127381291596
0,PLS,0.11185105190466
0,PLS,0.0900543847521456
0,PLS,0.0505715769913055
0,PLS,0.0470285193302313
0,PLS,0.0570902699326963
0,PLS,0.0401481422333383
0,PLS,0.0732565860183971
0,PLS,0.0719307470136401
0,PLS,0.077468615994978
0,PLS,0.0412910986428301
0,PLS,0.0682693160912826
0,PLS,0.0731520555335046
0,PLS,0.0698878689631863
0,PLS,0.124613431898245
0,PLS,0.068020091478157
0,PLS,0.0652416699801737
0,PLS,0.0525907486502377
0,PLS,0.113199835668903
0,PLS,0.0576438068489595
0,PLS,0.103388672466822
0,PLS,0.07225924942837
0,PLS,0.0683633069914686
0,PLS,0.0564925537372682
0,PLS,0.06813247567792
0,PLS,0.0755514182813839
0,PLS,0.138677052283812
0,PLS,0.101932489084745
0,PLS,0.0795312100551846
0,PLS,0.0880241237523891
0,PLS,0.0696512656885093
0,PLS,0.10271228792438
0,PLS,0.138733068044117
