,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.124025549799918,0.045637834773211,0.0358615806395232,0.0209477194197635,0.0718446133744894,0.0303804402192542
2,0.1,0.12474784608945,0.0460936737151757,0.0303036228151935,0.017564298494887,0.0718479784315013,0.0330322071134199
3,0.2,0.134111904307116,0.0762194750689451,0.0271891918883456,0.0149086477533889,0.0738227160850685,0.0368810225876173
4,0.3,0.123867193336947,0.0522417851793818,0.027218622267219,0.0171989441004263,0.0686233928438528,0.0367456683420912
5,0.4,0.114415443200152,0.0475830910943779,0.0231720390040677,0.0130251103278128,0.0694600839598311,0.0403107376410975
6,0.5,0.131722039003244,0.0989306546702443,0.0188923846650206,0.0107982520759636,0.0691939184337549,0.0424365661401818
7,0.6,0.114765510630082,0.0887058904398217,0.0169856020941361,0.0095882645570755,0.0661694883871655,0.0506186326916575
8,0.7,0.101538731522527,0.0580674623250111,0.0139230325295189,0.00908671422549931,0.0603805105500986,0.0512902232059063
9,0.8,0.104968344118789,0.087014802907667,0.00872612555835107,0.00469088272362286,0.0598304222113102,0.0562956661786725
10,0.9,0.118585410883913,0.13075526404593,0.00575384277128567,0.00362805518221858,0.0613215444806128,0.0612145824898435
