,rho,MSEf_mean,MSEf_sd,MSEs_mean,MSEs_sd,PE_mean,PE_sd
1,0,0.129387237793674,0.0408950926267468,0.030575789274038,0.0176192861014023,0.0757054185783224,0.0319961117030561
2,0.1,0.128280349609214,0.0466189787456198,0.0302790787510363,0.0176593303766621,0.0755354067194316,0.033866935678824
3,0.2,0.126674219172712,0.0534048026432701,0.0294650276277475,0.0164361107928663,0.0756012613855767,0.0284271636568135
4,0.3,0.124779940464161,0.0493534022999076,0.0272940822295699,0.016843375300139,0.0701931066308708,0.0314927867157571
5,0.4,0.121127085779913,0.0602094013317799,0.0253853105855272,0.0157285563578825,0.071740020225136,0.0353134480145681
6,0.5,0.122824747349621,0.054026533570603,0.0230807602957594,0.0150873033116672,0.0714794387557927,0.0371648799524363
7,0.6,0.123059972605673,0.0630704016683188,0.0208142894001006,0.0133897622254157,0.0693569779180487,0.0424400174207633
8,0.7,0.109890725571098,0.0514658522563847,0.0162600816696284,0.00991353266318797,0.0676369173760968,0.0456885115687395
9,0.8,0.112412739193802,0.0801312261045242,0.0118308104782916,0.0078392910805268,0.0648757902231625,0.0482079871573838
10,0.9,0.0998446788919803,0.070995981494871,0.00650595154970647,0.00445053714045168,0.0625549089245701,0.0583233572547593
